id,name,members,issolo,id_parentgroup,formation,disband,kname,social,alias,id_debut,debut_actual_date,miak,miak_level,sales,gaon_obs,releases,views,releasesm
330,GWSN,female,n,0,2018,NULL,공원소녀,"T=kiwipop_gwsn,I=kiwipop_gwsn,Y=UCUT58qBbE4Y3Y4FClOJOfrg,F=kiwipop.gwsn,V=C39773,VS=954,K=GWSN",NULL,2927,NULL,0,none,30256,,"a:4:{s:45:"밤의 공원(THE PARK IN THE NIGHT) PART ONE";a:2:{s:7:"2018-09";i:7915;s:7:"2018-10";i:1386;}s:45:"밤의 공원(THE PARK IN THE NIGHT) PART TWO";a:1:{s:7:"2019-03";i:7703;}s:47:"밤의 공원(THE PARK IN THE NIGHT) PART THREE";a:2:{s:7:"2019-07";i:5252;s:7:"2019-08";i:1121;}s:8:"THE KEYS";a:2:{s:7:"2020-04";i:4270;s:7:"2020-05";i:2609;}}",23388,"a:7:{s:7:"2018-09";i:7915;s:7:"2018-10";i:1386;s:7:"2019-03";i:7703;s:7:"2019-07";i:5252;s:7:"2019-08";i:1121;s:7:"2020-04";i:4270;s:7:"2020-05";i:2609;}"
331,MFBTY,coed,n,0,2013,NULL,MFBTY,"F=BizzyTigerYoonmirae,T=officialmfbty,V=FB57B,VS=62,K=MFBTY",NULL,2982,NULL,0,none,0,,NULL,1649,a:0:{}
332,A.C.E,male,n,0,2017,NULL,에이스,"K=A.C.E_(South_Korean_band),W=stayge.net/ace/",NULL,2983,NULL,0,none,87625,,"a:5:{s:17:"선인장(CACTUS)";a:1:{s:7:"2017-05";i:900;}s:7:"CALLIN`";a:1:{s:7:"2017-10";i:1000;}s:30:"A.C.E ADVENTURES IN WONDERLAND";a:3:{s:7:"2018-06";i:16928;s:7:"2018-07";i:1653;s:7:"2018-08";i:1403;}s:11:"UNDER COVER";a:4:{s:7:"2019-05";i:13634;s:7:"2019-06";i:9141;s:7:"2019-07";i:3092;s:7:"2019-08";i:2663;}s:27:"UNDER COVER : THE MAD SQUAD";a:3:{s:7:"2019-10";i:14670;s:7:"2019-11";i:20130;s:7:"2019-12";i:2411;}}",55315,"a:12:{s:7:"2017-05";i:900;s:7:"2017-10";i:1000;s:7:"2018-06";i:16928;s:7:"2018-07";i:1653;s:7:"2018-08";i:1403;s:7:"2019-05";i:13634;s:7:"2019-06";i:9141;s:7:"2019-07";i:3092;s:7:"2019-08";i:2663;s:7:"2019-10";i:14670;s:7:"2019-11";i:20130;s:7:"2019-12";i:2411;}"
333,Yuri,female,y,78,2018,NULL,유리,"I=yulyulk,Y=UCeUXR_8AOMCji1OEaVne9aQ,W=yuri.smtown.com/,A=artist/yuri/823992463,G=YURI?id=Aqkmmuwihxbjwhfwazh446plzjy",NULL,2997,NULL,0,none,17290,,"a:1:{s:36:"THE FIRST SCENE - THE 1ST MINI ALBUM";a:1:{s:7:"2018-10";i:17290;}}",5914,"a:1:{s:7:"2018-10";i:17290;}"
334,"John Legend + Wendy",coed,n,0,2018,NULL,"John Legend + 웬디",NULL,NULL,0,NULL,0,none,0,,NULL,5532,a:0:{}
335,"Seulgi + SinB + Chung Ha + Soyeon",female,n,0,2018,NULL,"슬기 + 신비 + 청하+ 소연",NULL,"슬기(SEULGI)+ 신비+ 청하+소연",0,NULL,0,none,0,,NULL,24215,a:0:{}
336,"Lyn + Leo",coed,n,0,2014,NULL,"린 + 레오",NULL,NULL,NULL,NULL,0,none,0,,NULL,0,a:0:{}
337,IZ*ONE,female,n,0,2018,NULL,아이즈원,"K=Iz_One,Y=UCe_oTYByLWQYCUmgmOMU_xw,V=C1B7AF,VS=984,T=official_izone,A=iz-one/1440449616,G=IZ_ONE?id=Avt4ltg3radsfcc2gnggnvnsa4m",NULL,3063,NULL,0,none,1035128,,"a:6:{s:8:"COLOR*IZ";a:18:{s:7:"2018-10";i:98311;s:7:"2018-11";i:71424;s:7:"2018-12";i:23003;i:2018;i:192738;s:7:"2019-01";i:10634;s:7:"2019-02";i:7039;s:7:"2019-03";i:6637;s:7:"2019-04";i:5041;s:7:"2019-05";i:2383;s:7:"2019-06";i:1753;s:7:"2019-07";i:2869;s:7:"2019-08";i:2661;s:7:"2019-09";i:2405;s:7:"2019-10";i:2207;s:7:"2019-11";i:1360;s:7:"2020-03";i:6311;s:7:"2020-04";i:2657;s:7:"2020-05";i:1482;}s:15:"COLOR*IZ (KINO)";a:2:{s:7:"2018-10";i:9993;s:7:"2018-11";i:4997;}s:8:"HEART*IZ";a:13:{s:7:"2019-04";i:242773;s:7:"2019-05";i:1387;s:7:"2019-07";i:1792;s:7:"2019-08";i:2376;s:7:"2019-09";i:1968;s:7:"2019-10";i:1424;s:7:"2019-12";i:1881;i:2019;i:255536;s:7:"2020-01";i:1573;s:7:"2020-02";i:2353;s:7:"2020-03";i:1904;s:7:"2020-04";i:1752;s:7:"2020-05";i:1716;}s:16:"HEART*IZ (KIHNO)";a:1:{s:7:"2019-04";i:26584;}s:8:"BLOOM*IZ";a:2:{s:7:"2020-02";i:397640;s:7:"2020-03";i:58295;}s:14:"BLOOM*IZ (KIT)";a:1:{s:7:"2020-02";i:24608;}}",2859155,"a:20:{s:7:"2018-10";i:108304;s:7:"2018-11";i:76421;s:7:"2018-12";i:23003;s:7:"2019-01";i:10634;s:7:"2019-02";i:7039;s:7:"2019-03";i:6637;s:7:"2019-04";i:274398;s:7:"2019-05";i:3770;s:7:"2019-06";i:1753;s:7:"2019-07";i:4661;s:7:"2019-08";i:5037;s:7:"2019-09";i:4373;s:7:"2019-10";i:3631;s:7:"2019-11";i:1360;s:7:"2020-03";i:66510;s:7:"2020-04";i:4409;s:7:"2020-05";i:3198;s:7:"2019-12";i:1881;s:7:"2020-01";i:1573;s:7:"2020-02";i:424601;}"
338,Marmello,female,n,0,2017,NULL,마르멜로,T=MARMELLO_band,NULL,3066,NULL,0,none,0,,NULL,132,a:0:{}
339,Purfles,female,n,0,2014,NULL,퍼펄즈,"T=cresc_purfles,I=purfles_official,F=Purfles,U=officialPurfles",NULL,3072,NULL,0,none,0,,NULL,208,a:0:{}
340,Playback,female,n,0,2015,NULL,플레이백,"F=followplayback,T=FOLLOWPLAYBACK,I=followplayback,V=E66319,VS=397,K=Playback_(South_Korean_band)",NULL,3073,NULL,0,none,375,,"a:1:{s:10:"없을까?";a:1:{s:7:"2015-09";i:375;}}",3186,"a:1:{s:7:"2015-09";i:375;}"
341,N.Flying,male,n,0,2015,NULL,엔플라잉,"T=NFlyingofficial,I=letsroll_nf,F=Officialnflying,V=FC065,VS=61,U=nflyingofficial,K=N.Flying",NULL,3514,NULL,0,none,107075,,"a:9:{s:13:"기가 막혀";a:3:{s:7:"2015-05";i:3576;s:7:"2015-06";i:392;s:7:"2015-07";i:631;}s:6:"LONELY";a:2:{s:7:"2015-10";i:2756;s:7:"2015-11";i:464;}s:45:"N.FLYING 2ND MINI ALBUM [THE REAL : N.FLYING]";a:1:{s:7:"2017-08";i:4580;}s:48:"N.FLYING 3RD MINI ALBUM [THE HOTTEST : N.FLYING]";a:2:{s:7:"2018-01";i:3707;s:7:"2018-02";i:1043;}s:38:"N.FLYING 4TH MINI ALBUM [HOW ARE YOU?]";a:2:{s:7:"2018-05";i:3521;s:7:"2018-06";i:1998;}s:16:"봄이 부시게";a:3:{s:7:"2019-04";i:16235;s:7:"2019-05";i:12061;s:7:"2019-08";i:1224;}s:29:"4TH MINI ALBUM [HOW ARE YOU?]";a:2:{s:7:"2019-04";i:1364;s:7:"2020-04";i:1036;}s:14:"야호(夜好)";a:3:{s:7:"2019-10";i:41264;s:7:"2019-11";i:9678;i:2019;i:51237;}s:39:"3RD MINI ALBUM [THE HOTTEST : N.FLYING]";a:1:{s:7:"2020-04";i:1250;}}",71475,"a:16:{s:7:"2015-05";i:3576;s:7:"2015-06";i:392;s:7:"2015-07";i:631;s:7:"2015-10";i:2756;s:7:"2015-11";i:464;s:7:"2017-08";i:4580;s:7:"2018-01";i:3707;s:7:"2018-02";i:1043;s:7:"2018-05";i:3521;s:7:"2018-06";i:1998;s:7:"2019-04";i:17599;s:7:"2019-05";i:12061;s:7:"2019-08";i:1224;s:7:"2020-04";i:2286;s:7:"2019-10";i:41264;s:7:"2019-11";i:9678;}"
342,"Brown Eyed Soul",male,n,0,2003,NULL,"브라운 아이드 소울",K=Brown_Eyed_Soul_(band),NULL,0,NULL,464598,none,535775,,"a:14:{s:14:"BROWNEYED SOUL";a:5:{s:7:"2011-01";i:4608;s:7:"2011-02";i:3539;s:7:"2011-03";i:1860;s:7:"2011-04";i:829;s:7:"2011-05";i:856;}s:24:"1집 THINKIN` BACK ON ME";a:3:{s:7:"2011-03";i:2459;s:7:"2011-04";i:1664;s:7:"2011-05";i:1008;}s:22:"LYRICS WITHIN MY STORY";a:1:{s:7:"2011-09";i:1892;}s:23:"SOUL FEVER (LIVE ALBUM)";a:1:{s:7:"2011-12";i:5048;}s:16:"정규 1집 EASY";a:1:{s:7:"2012-01";i:1547;}s:24:"THANK YOUR SOUL - SIDE A";a:2:{s:7:"2014-03";i:17693;i:2014;i:17701;}s:9:"SOUL FREE";a:2:{s:7:"2015-04";i:1782;s:7:"2015-12";i:532;}s:25:"THE WIND,THE SEA,THE RAIN";a:2:{s:7:"2015-04";i:1486;s:7:"2015-12";i:505;}s:12:"`SOUL COOKE`";a:2:{s:7:"2015-12";i:12064;s:7:"2016-01";i:428;}s:15:"SOUL COOKE (LP)";a:1:{s:7:"2016-03";i:1278;}s:32:"THE WIND, THE SEA, THE RAIN (LP)";a:1:{s:7:"2017-06";i:1694;}s:14:"SOUL FREE (LP)";a:1:{s:7:"2017-06";i:1678;}s:14:"IT` SOUL RIGHT";a:2:{s:7:"2019-09";i:4023;s:7:"2019-10";i:1096;}s:19:"IT` SOUL RIGHT (LP)";a:1:{s:7:"2019-11";i:1600;}}",6184,"a:17:{s:7:"2011-01";i:4608;s:7:"2011-02";i:3539;s:7:"2011-03";i:4319;s:7:"2011-04";i:2493;s:7:"2011-05";i:1864;s:7:"2011-09";i:1892;s:7:"2011-12";i:5048;s:7:"2012-01";i:1547;s:7:"2014-03";i:17693;s:7:"2015-04";i:3268;s:7:"2015-12";i:13101;s:7:"2016-01";i:428;s:7:"2016-03";i:1278;s:7:"2017-06";i:3372;s:7:"2019-09";i:4023;s:7:"2019-10";i:1096;s:7:"2019-11";i:1600;}"
343,SeeYa,female,n,0,2006,2011,씨야,K=SeeYa,NULL,3535,2006-02-24,231174,none,236366,,"a:1:{s:13:"SEE YOU AGAIN";a:2:{s:7:"2011-01";i:2930;s:7:"2011-02";i:2262;}}",508,"a:2:{s:7:"2011-01";i:2930;s:7:"2011-02";i:2262;}"
344,"Shin Seung-hun",male,y,0,1990,NULL,신승훈,"K=Shin_Seung-hun,W=www.shinseunghun.com",NULL,NULL,NULL,10223731,none,10262813,,"a:5:{s:50:"20TH ANNIVERSARY - BEST COLLECTION & TRIBUTE ALBUM";a:2:{s:7:"2011-01";i:1955;s:7:"2011-03";i:821;}s:10:"GREAT WAVE";a:3:{s:7:"2013-10";i:11378;s:7:"2013-11";i:5896;i:2013;i:17257;}s:12:"I AM...&I AM";a:3:{s:7:"2015-11";i:10595;s:7:"2015-12";i:2786;i:2015;i:13335;}s:11:"MY PERSONAS";a:1:{s:7:"2020-04";i:4764;}s:16:"MY PERSONAS (LP)";a:1:{s:7:"2020-04";i:950;}}",1091,"a:7:{s:7:"2011-01";i:1955;s:7:"2011-03";i:821;s:7:"2013-10";i:11378;s:7:"2013-11";i:5896;s:7:"2015-11";i:10595;s:7:"2015-12";i:2786;s:7:"2020-04";i:5714;}"
345,"Kim Bo Kyung",female,y,0,2010,NULL,김보경,"I=sssbkkk,U=KimBoKyungVEVO,T=SSSBKKK",NULL,0,NULL,0,none,6100,,"a:4:{s:18:"THE FIRST DAY (EP)";a:1:{s:7:"2011-01";i:1852;}s:7:"GROWING";a:1:{s:7:"2011-09";i:2058;}s:11:"1집 ROCKIN";a:1:{s:7:"2012-10";i:1749;}s:4:"0516";a:1:{s:7:"2015-05";i:441;}}",3308,"a:4:{s:7:"2011-01";i:1852;s:7:"2011-09";i:2058;s:7:"2012-10";i:1749;s:7:"2015-05";i:441;}"
346,"Baek Ji-young",female,y,0,1999,NULL,백지영,"I=baekzyoung,K=Baek_Ji-young",NULL,NULL,NULL,691690,none,732009,,"a:7:{s:19:"TIMELESS : THE BEST";a:7:{s:7:"2011-01";i:1262;s:7:"2011-02";i:701;s:7:"2011-03";i:852;s:7:"2011-04";i:1176;s:7:"2011-05";i:882;s:7:"2011-11";i:1772;s:7:"2013-02";i:597;}s:10:"8집 PITTA";a:2:{s:7:"2011-05";i:7362;s:7:"2011-06";i:1090;}s:8:"GOOD BOY";a:1:{s:7:"2012-05";i:4159;}s:21:"OST BEST (FLASH BACK)";a:17:{s:7:"2013-03";i:4720;s:7:"2013-04";i:1606;s:7:"2013-05";i:1456;s:7:"2013-06";i:1614;s:7:"2013-07";i:834;s:7:"2013-08";i:1153;s:7:"2013-09";i:768;s:7:"2013-10";i:643;s:7:"2013-11";i:631;s:7:"2013-12";i:601;i:2013;i:14026;s:7:"2014-01";i:583;s:7:"2014-03";i:640;s:7:"2014-04";i:431;s:7:"2014-05";i:507;s:7:"2014-06";i:353;s:7:"2014-08";i:542;}s:36:"BAEK ZYOUNG OST BEST LIMITED PACKAGE";a:3:{s:7:"2014-08";i:1391;s:7:"2014-09";i:583;s:7:"2014-10";i:542;}s:16:"SMILE AGAIN (LP)";a:1:{s:7:"2015-09";i:434;}s:16:"SENSIBILITY (LP)";a:1:{s:7:"2015-09";i:434;}}",8570,"a:28:{s:7:"2011-01";i:1262;s:7:"2011-02";i:701;s:7:"2011-03";i:852;s:7:"2011-04";i:1176;s:7:"2011-05";i:8244;s:7:"2011-11";i:1772;s:7:"2013-02";i:597;s:7:"2011-06";i:1090;s:7:"2012-05";i:4159;s:7:"2013-03";i:4720;s:7:"2013-04";i:1606;s:7:"2013-05";i:1456;s:7:"2013-06";i:1614;s:7:"2013-07";i:834;s:7:"2013-08";i:1153;s:7:"2013-09";i:768;s:7:"2013-10";i:643;s:7:"2013-11";i:631;s:7:"2013-12";i:601;s:7:"2014-01";i:583;s:7:"2014-03";i:640;s:7:"2014-04";i:431;s:7:"2014-05";i:507;s:7:"2014-06";i:353;s:7:"2014-08";i:1933;s:7:"2014-09";i:583;s:7:"2014-10";i:542;s:7:"2015-09";i:868;}"
347,"Park Hyo-shin",male,y,0,1999,NULL,박효신,"I=parkhyoshin.official,K=Park_Hyo-shin",NULL,3522,1999-11-30,1657578,none,1733218,,"a:7:{s:11:"GIFT PART 2";a:5:{s:7:"2011-01";i:1206;s:7:"2014-05";i:1507;s:7:"2015-04";i:1999;s:7:"2017-03";i:1876;s:7:"2018-02";i:943;}s:30:"GIFT : E.C.H.O (SPECIAL ALBUM)";a:4:{s:7:"2012-03";i:6241;s:7:"2012-12";i:690;s:7:"2014-03";i:1346;s:7:"2014-04";i:347;}s:11:"GIFT PART 1";a:4:{s:7:"2014-05";i:1694;s:7:"2015-04";i:2000;s:7:"2016-10";i:571;s:7:"2017-03";i:997;}s:14:"I AM A DREAMER";a:10:{s:7:"2016-10";i:36198;s:7:"2016-11";i:3674;s:7:"2016-12";i:1403;i:2016;i:41275;s:7:"2017-01";i:974;s:7:"2017-02";i:803;s:7:"2017-03";i:649;s:7:"2017-04";i:507;s:7:"2018-03";i:1575;s:7:"2018-04";i:1061;}s:12:"SECOND STORY";a:1:{s:7:"2019-10";i:1700;}s:21:"해줄 수 없는 일";a:1:{s:7:"2019-10";i:1679;}s:18:"TIME-HONORED VOICE";a:1:{s:7:"2019-11";i:4000;}}",22974,"a:19:{s:7:"2011-01";i:1206;s:7:"2014-05";i:3201;s:7:"2015-04";i:3999;s:7:"2017-03";i:3522;s:7:"2018-02";i:943;s:7:"2012-03";i:6241;s:7:"2012-12";i:690;s:7:"2014-03";i:1346;s:7:"2014-04";i:347;s:7:"2016-10";i:36769;s:7:"2016-11";i:3674;s:7:"2016-12";i:1403;s:7:"2017-01";i:974;s:7:"2017-02";i:803;s:7:"2017-04";i:507;s:7:"2018-03";i:1575;s:7:"2018-04";i:1061;s:7:"2019-10";i:3379;s:7:"2019-11";i:4000;}"
348,Navi,female,y,0,2008,NULL,나비,"T=Navi_JIHO,I=navi_jiho",NULL,3515,2008-04-04,0,none,3775,,"a:3:{s:10:"1집 HELLO";a:3:{s:7:"2011-01";i:951;s:7:"2011-02";i:836;s:7:"2011-11";i:951;}s:9:"REAL LOVE";a:1:{s:7:"2012-09";i:712;}s:10:"REAL STORY";a:1:{s:7:"2015-01";i:325;}}",583,"a:5:{s:7:"2011-01";i:951;s:7:"2011-02";i:836;s:7:"2011-11";i:951;s:7:"2012-09";i:712;s:7:"2015-01";i:325;}"
349,"SG Wannabe",male,n,0,2004,NULL,"SG 워너비","K=SG_Wannabe,F=OfficialSGWANNABE",SG워너비,3139,2004-01-20,1893867,none,1934202,,"a:7:{s:19:"SG WANNABE 7 PART 1";a:1:{s:7:"2011-01";i:796;}s:20:"SG WANNA BE 7 PART.2";a:2:{s:7:"2011-03";i:9970;s:7:"2011-05";i:1978;}s:24:"THE ESSENTIAL SG WANNABE";a:2:{s:7:"2012-09";i:1950;s:7:"2012-10";i:1326;}s:6:"오늘";a:2:{s:7:"2013-02";i:5233;s:7:"2013-03";i:609;}s:15:"한강愛 (애)";a:1:{s:7:"2013-07";i:4457;}s:9:"THE VOICE";a:3:{s:7:"2015-08";i:7723;s:7:"2015-09";i:1283;s:7:"2015-10";i:1457;}s:8:"OUR DAYS";a:1:{s:7:"2016-11";i:3553;}}",4667,"a:12:{s:7:"2011-01";i:796;s:7:"2011-03";i:9970;s:7:"2011-05";i:1978;s:7:"2012-09";i:1950;s:7:"2012-10";i:1326;s:7:"2013-02";i:5233;s:7:"2013-03";i:609;s:7:"2013-07";i:4457;s:7:"2015-08";i:7723;s:7:"2015-09";i:1283;s:7:"2015-10";i:1457;s:7:"2016-11";i:3553;}"
350,"Kan Mi Youn",female,y,0,1997,NULL,간미연,"K=Kan Mi-youn",NULL,NULL,NULL,0,none,3148,,"a:2:{s:10:"WATCH (EP)";a:1:{s:7:"2011-02";i:1839;}s:21:"미니 2집 OBSESSION";a:1:{s:7:"2011-09";i:1309;}}",190,"a:2:{s:7:"2011-02";i:1839;s:7:"2011-09";i:1309;}"
351,"Kim Hyung-jun",male,y,185,2011,NULL,김형준,k=Kim_Hyung-jun,NULL,3435,2011-03-08,0,none,20318,,"a:4:{s:22:"1ST MINI ALBUM MY GIRL";a:2:{s:7:"2011-03";i:9202;s:7:"2011-04";i:705;}s:6:"ESCAPE";a:1:{s:7:"2012-07";i:7477;}s:15:"AM TO PM 5-11-3";a:1:{s:7:"2017-03";i:2448;}s:29:"AM TO PM 7-5-11-3 (REPACKAGE)";a:1:{s:7:"2017-04";i:486;}}",23,"a:5:{s:7:"2011-03";i:9202;s:7:"2011-04";i:705;s:7:"2012-07";i:7477;s:7:"2017-03";i:2448;s:7:"2017-04";i:486;}"
352,Wheesung,male,y,0,2002,NULL,휘성,"K=Wheesung,U=OfficialWheeSung",Realslow,0,NULL,610525,none,633289,,"a:5:{s:32:"가슴 시린 이야기 (SINGLE)";a:3:{s:7:"2011-03";i:4925;s:7:"2011-05";i:2809;s:7:"2014-02";i:467;}s:29:"놈들이 온다 (MINI ALBUM)";a:1:{s:7:"2011-10";i:4766;}s:13:"6집 VOCOLATE";a:1:{s:7:"2014-02";i:946;}s:12:"THE BEST MAN";a:1:{s:7:"2014-05";i:6102;}s:14:"TRANSFORMATION";a:1:{s:7:"2016-06";i:2749;}}",9510,"a:6:{s:7:"2011-03";i:4925;s:7:"2011-05";i:2809;s:7:"2014-02";i:1413;s:7:"2011-10";i:4766;s:7:"2014-05";i:6102;s:7:"2016-06";i:2749;}"
353,Yangpa,female,y,0,1996,NULL,양파,K=Yangpa,NULL,NULL,NULL,2043431,none,2050009,,"a:2:{s:25:"ELEGY NOUVEAU - 스페셜";a:2:{s:7:"2011-03";i:2457;s:7:"2011-04";i:2182;}s:13:"TOGETHER (EP)";a:1:{s:7:"2012-05";i:1939;}}",26,"a:3:{s:7:"2011-03";i:2457;s:7:"2011-04";i:2182;s:7:"2012-05";i:1939;}"
354,Yoonhan,male,y,0,2011,NULL,윤한,K=Yoonhan,NULL,NULL,NULL,0,none,3670,,"a:2:{s:9:"UNTOUCHED";a:1:{s:7:"2011-03";i:2406;}s:20:"2집 FOR THIS MOMENT";a:1:{s:7:"2012-02";i:1264;}}",26,"a:2:{s:7:"2011-03";i:2406;s:7:"2012-02";i:1264;}"
355,"Lena Park",female,y,0,1998,NULL,박정현,K=Lena_Park,NULL,0,NULL,1300681,none,1309138,,"a:3:{s:24:"THE IMMORTAL MASTERPIECE";a:3:{s:7:"2011-03";i:1502;s:7:"2011-05";i:2141;s:7:"2011-07";i:1105;}s:4:"GIFT";a:1:{s:7:"2012-12";i:2718;}s:10:"THE WONDER";a:1:{s:7:"2019-08";i:991;}}",356,"a:5:{s:7:"2011-03";i:1502;s:7:"2011-05";i:2141;s:7:"2011-07";i:1105;s:7:"2012-12";i:2718;s:7:"2019-08";i:991;}"
356,"Monday Kiz",male,n,0,2005,NULL,"먼데이 키즈",K=Monday_Kiz_(band),"먼데이키즈,이진성,Lee Jin-sung",0,NULL,0,none,9102,,"a:6:{s:21:"MEMORIES CANTARE (EP)";a:1:{s:7:"2011-04";i:1960;}s:10:"THE BALLAD";a:1:{s:7:"2011-12";i:1720;}s:9:"NOSTALGIA";a:1:{s:7:"2012-03";i:1357;}s:16:"HEALING ACTIVITY";a:1:{s:7:"2012-11";i:1870;}s:10:"UNFINISHED";a:1:{s:7:"2013-10";i:1587;}s:6:"REBOOT";a:1:{s:7:"2016-05";i:608;}}",754,"a:6:{s:7:"2011-04";i:1960;s:7:"2011-12";i:1720;s:7:"2012-03";i:1357;s:7:"2012-11";i:1870;s:7:"2013-10";i:1587;s:7:"2016-05";i:608;}"
357,"Heo Young-saeng",male,y,185,2011,NULL,허영생,"K=Heo_Young-saeng,I=youngsaeng17,T=mystyle1103",NULL,3184,NULL,0,none,75080,,"a:6:{s:14:"LET IT GO (EP)";a:5:{s:7:"2011-05";i:24079;s:7:"2011-06";i:4177;s:7:"2011-07";i:1157;s:7:"2011-10";i:1817;i:2011;i:32078;}s:16:"미니 2집 SOLO";a:3:{s:7:"2012-05";i:16701;s:7:"2012-06";i:1772;i:2012;i:17547;}s:4:"LIFE";a:1:{s:7:"2013-03";i:11892;}s:3:"SHE";a:1:{s:7:"2013-10";i:8192;}s:11:"夢; 날다";a:1:{s:7:"2018-04";i:1879;}s:6:"MOMENT";a:1:{s:7:"2019-06";i:3492;}}",1358,"a:10:{s:7:"2011-05";i:24079;s:7:"2011-06";i:4177;s:7:"2011-07";i:1157;s:7:"2011-10";i:1817;s:7:"2012-05";i:16701;s:7:"2012-06";i:1772;s:7:"2013-03";i:11892;s:7:"2013-10";i:8192;s:7:"2018-04";i:1879;s:7:"2019-06";i:3492;}"
358,"Lim Jeong-hee",female,y,0,2005,NULL,임정희,K=Lim_Jeong-hee,NULL,NULL,NULL,63162,none,64503,,"a:1:{s:16:"GOLDEN LADY (EP)";a:1:{s:7:"2011-05";i:1341;}}",1303,"a:1:{s:7:"2011-05";i:1341;}"
359,"Supreme Team",male,n,0,2009,2013,슈프림팀,K=Supreme_Team_(band),NULL,3193,2009-07-14,17432,none,21493,,"a:2:{s:25:"1집 SPIN OFF (REPACKAGE)";a:1:{s:7:"2011-05";i:2344;}s:41:"SUPREME TEAM GUIDE TO EXCELLENT ADVENTURE";a:1:{s:7:"2011-05";i:1717;}}",11459,"a:1:{s:7:"2011-05";i:4061;}"
360,"Gavy NJ",female,n,0,2005,NULL,가비엔제이,K=Gavy_NJ,"가비앤제이 (Gavy NJ)",NULL,NULL,0,none,3175,,"a:4:{s:17:"가비효과 (EP)";a:1:{s:7:"2011-05";i:978;}s:6:"GAVISH";a:1:{s:7:"2012-10";i:963;}s:3:"SHE";a:1:{s:7:"2014-10";i:761;}s:24:"7TH ALBUM PART.1 `HELLO`";a:1:{s:7:"2015-11";i:473;}}",2342,"a:4:{s:7:"2011-05";i:978;s:7:"2012-10";i:963;s:7:"2014-10";i:761;s:7:"2015-11";i:473;}"
361,Key,male,y,172,2018,NULL,키,K=Key_(entertainer),김기범,3153,NULL,0,none,93121,,"a:3:{s:20:"FACE - THE 1ST ALBUM";a:4:{s:7:"2018-11";i:52492;s:7:"2018-12";i:7561;i:2018;i:60053;s:7:"2019-01";i:1293;}s:36:"I WANNA BE - THE 1ST ALBUM REPACKAGE";a:1:{s:7:"2019-03";i:24587;}s:44:"I WANNA BE - THE 1ST ALBUM REPACKAGE (KIHNO)";a:1:{s:7:"2019-03";i:7188;}}",7902,"a:4:{s:7:"2018-11";i:52492;s:7:"2018-12";i:7561;s:7:"2019-01";i:1293;s:7:"2019-03";i:31775;}"
362,Wendy,female,y,165,2018,NULL,손승완,"K=Wendy_(singer),I=wendyrvsm",NULL,0,NULL,0,none,0,,NULL,12180,a:0:{}
363,"Kim Hyun-joong",male,y,185,2011,NULL,김현중,"K=Kim_Hyun-joong,I=hyunjoong860606,F=kimhyunjoong,U=kimhyunjoong606",NULL,3431,NULL,0,none,371045,,"a:5:{s:15:"BREAK DOWN (EP)";a:3:{s:7:"2011-06";i:100433;s:7:"2011-07";i:14153;i:2011;i:114642;}s:22:"LUCKY (2ND MINI ALBUM)";a:3:{s:7:"2011-10";i:94784;s:7:"2011-11";i:11364;i:2011;i:101705;}s:7:"ROUND 3";a:4:{s:7:"2013-07";i:36152;s:7:"2013-08";i:67231;s:7:"2013-09";i:9821;i:2013;i:111776;}s:6:"TIMING";a:3:{s:7:"2014-07";i:25430;s:7:"2014-08";i:8331;i:2014;i:33329;}s:7:"NEW WAY";a:2:{s:7:"2019-02";i:7795;s:7:"2019-03";i:1798;}}",18608,"a:11:{s:7:"2011-06";i:100433;s:7:"2011-07";i:14153;s:7:"2011-10";i:94784;s:7:"2011-11";i:11364;s:7:"2013-07";i:36152;s:7:"2013-08";i:67231;s:7:"2013-09";i:9821;s:7:"2014-07";i:25430;s:7:"2014-08";i:8331;s:7:"2019-02";i:7795;s:7:"2019-03";i:1798;}"
364,4Men,male,n,0,1998,NULL,포맨,K=4Men,NULL,0,NULL,0,none,18891,,"a:9:{s:15:"4집 THE ARTIST";a:2:{s:7:"2011-06";i:7224;s:7:"2011-07";i:1505;}s:26:"그 남자 그 여자 (EP)";a:1:{s:7:"2011-11";i:1348;}s:28:"THE 5TH ALBUM VOL.1 (실화)";a:1:{s:7:"2013-01";i:1475;}s:31:"THE 5TH ALBUM VOL.2 `THANK YOU`";a:1:{s:7:"2013-05";i:1266;}i:1998;a:1:{s:7:"2014-05";i:3309;}s:14:"유학(留學)";a:1:{s:7:"2015-06";i:565;}s:19:"4MEN 1ST LIVE ALBUM";a:1:{s:7:"2015-11";i:678;}s:7:"EMPATHY";a:1:{s:7:"2016-10";i:551;}s:11:"REMEMBER ME";a:1:{s:7:"2017-10";i:970;}}",26096,"a:10:{s:7:"2011-06";i:7224;s:7:"2011-07";i:1505;s:7:"2011-11";i:1348;s:7:"2013-01";i:1475;s:7:"2013-05";i:1266;s:7:"2014-05";i:3309;s:7:"2015-06";i:565;s:7:"2015-11";i:678;s:7:"2016-10";i:551;s:7:"2017-10";i:970;}"
