id,name,members,issolo,id_parentgroup,formation,disband,kname,social,alias,id_debut,debut_actual_date,miak,miak_level,sales,gaon_obs,releases,views,releasesm
201,"Taeyeon + DEAN",coed,n,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,none,0,,NULL,7969,a:0:{}
202,"Teen Top",male,n,0,2010,NULL,틴탑,"K=Teen_Top,Y=UCzIrJF-paJrXpvdYpS5LnTw,F=TeenzOnTopOfficial,W=www.teentop.co.kr,I=teentop_2ch,V=FD045,VS=35,T=TEEN_TOP","틴 탑",3574,NULL,10979,none,721929,,"a:18:{s:18:"TRANSFORM (SINGLE)";a:12:{s:7:"2011-01";i:5255;s:7:"2011-02";i:3741;s:7:"2011-03";i:1836;s:7:"2011-04";i:1002;s:7:"2011-05";i:1285;s:7:"2011-11";i:5255;s:7:"2012-03";i:1000;s:7:"2012-05";i:1955;s:7:"2012-08";i:996;s:7:"2013-04";i:1141;s:7:"2013-05";i:1258;s:7:"2013-09";i:589;}s:5:"ROMAN";a:10:{s:7:"2011-07";i:9999;s:7:"2011-08";i:8183;s:7:"2011-09";i:945;i:2011;i:19231;s:7:"2012-03";i:1999;s:7:"2012-05";i:1385;s:7:"2012-08";i:996;s:7:"2013-04";i:1111;s:7:"2013-05";i:1390;s:7:"2013-09";i:684;}s:4:"IT`S";a:12:{s:7:"2012-01";i:28373;s:7:"2012-02";i:9635;s:7:"2012-03";i:5659;s:7:"2012-04";i:4646;s:7:"2012-05";i:6566;s:7:"2012-06";i:6232;s:7:"2012-07";i:1829;s:7:"2012-08";i:757;s:7:"2012-09";i:601;i:2012;i:65269;s:7:"2013-04";i:1110;s:7:"2013-05";i:920;}s:6:"ARTIST";a:8:{s:7:"2012-06";i:37215;s:7:"2012-07";i:2728;s:7:"2012-08";i:4344;s:7:"2012-12";i:662;i:2012;i:45979;s:7:"2013-02";i:716;s:7:"2013-05";i:938;s:7:"2013-09";i:755;}s:9:"1집 NO.1";a:6:{s:7:"2013-02";i:35000;s:7:"2013-03";i:33949;s:7:"2013-04";i:7968;s:7:"2013-05";i:1736;s:7:"2013-07";i:1059;i:2013;i:81956;}s:39:"`NO.1` 리패키지 스페셜 에디션";a:3:{s:7:"2013-04";i:13340;s:7:"2013-05";i:1844;i:2013;i:14175;}s:19:"COME INTO THE WORLD";a:1:{s:7:"2013-07";i:10979;}s:16:"틴탑 클래스";a:4:{s:7:"2013-08";i:35235;s:7:"2013-09";i:36661;s:7:"2013-10";i:2326;i:2013;i:73365;}s:26:"틴탑 클래스 어디션";a:4:{s:7:"2013-10";i:17168;s:7:"2013-11";i:9543;i:2013;i:27225;s:7:"2014-01";i:566;}s:14:"TEEN TOP EXITO";a:3:{s:7:"2014-09";i:67171;s:7:"2014-10";i:5458;i:2014;i:70823;}s:41:"리패키지 TEEN TOP 20'S LOVE TWO EXITO";a:2:{s:7:"2014-11";i:19318;i:2014;i:18593;}s:18:"TEEN TOP 눈사탕";a:2:{s:7:"2014-12";i:7492;s:7:"2015-01";i:715;}s:21:"NATURAL BORN TEEN TOP";a:3:{s:7:"2015-06";i:55616;s:7:"2015-09";i:2586;i:2015;i:56940;}s:9:"RED POINT";a:3:{s:7:"2016-01";i:78098;s:7:"2016-02";i:3003;i:2016;i:78880;}s:9:"HIGH FIVE";a:3:{s:7:"2017-04";i:57712;s:7:"2017-05";i:1029;i:2017;i:57409;}s:11:"SEOUL NIGHT";a:1:{s:7:"2018-05";i:25222;}s:24:"TEEN TOP STORY : 8PISODE";a:1:{s:7:"2018-07";i:2938;}s:9:"DEAR.N9NE";a:1:{s:7:"2019-06";i:15876;}}",17684,"a:43:{s:7:"2011-01";i:5255;s:7:"2011-02";i:3741;s:7:"2011-03";i:1836;s:7:"2011-04";i:1002;s:7:"2011-05";i:1285;s:7:"2011-11";i:5255;s:7:"2012-03";i:8658;s:7:"2012-05";i:9906;s:7:"2012-08";i:7093;s:7:"2013-04";i:24670;s:7:"2013-05";i:8086;s:7:"2013-09";i:38689;s:7:"2011-07";i:9999;s:7:"2011-08";i:8183;s:7:"2011-09";i:945;s:7:"2012-01";i:28373;s:7:"2012-02";i:9635;s:7:"2012-04";i:4646;s:7:"2012-06";i:43447;s:7:"2012-07";i:4557;s:7:"2012-09";i:601;s:7:"2012-12";i:662;s:7:"2013-02";i:35716;s:7:"2013-03";i:33949;s:7:"2013-07";i:12038;s:7:"2013-08";i:35235;s:7:"2013-10";i:19494;s:7:"2013-11";i:9543;s:7:"2014-01";i:566;s:7:"2014-09";i:67171;s:7:"2014-10";i:5458;s:7:"2014-11";i:19318;s:7:"2014-12";i:7492;s:7:"2015-01";i:715;s:7:"2015-06";i:55616;s:7:"2015-09";i:2586;s:7:"2016-01";i:78098;s:7:"2016-02";i:3003;s:7:"2017-04";i:57712;s:7:"2017-05";i:1029;s:7:"2018-05";i:25222;s:7:"2018-07";i:2938;s:7:"2019-06";i:15876;}"
203,"The Ark",female,n,0,2015,2016,디아크,"T=TheArk_official,F=official.TheArk",NULL,1272,NULL,0,none,0,,NULL,2125,a:0:{}
204,Tiffany,female,y,78,2016,NULL,티파니,"K=Tiffany_Hwang,I=Tiffanyyoungofficial,T=tiffanyyoung,Y=UCSskZ5Xy7KIqauRYG_s-rLQ",황미영,1601,NULL,0,none,10564,,"a:1:{s:12:"LIPS ON LIPS";a:1:{s:7:"2019-03";i:10564;}}",4112,"a:1:{s:7:"2019-03";i:10564;}"
205,"Trouble Maker",coed,n,0,2011,2014,트러블메이커,K=Trouble_Maker_(duo),NULL,451,NULL,0,none,66974,,"a:2:{s:13:"TROUBLE MAKER";a:7:{s:7:"2011-12";i:29383;i:2011;i:29383;s:7:"2012-01";i:2937;s:7:"2012-02";i:1714;s:7:"2012-03";i:1470;s:7:"2012-04";i:923;s:7:"2013-12";i:577;}s:9:"CHEMISTRY";a:2:{s:7:"2013-11";i:30934;i:2013;i:29970;}}",30621,"a:7:{s:7:"2011-12";i:29383;s:7:"2012-01";i:2937;s:7:"2012-02";i:1714;s:7:"2012-03";i:1470;s:7:"2012-04";i:923;s:7:"2013-12";i:577;s:7:"2013-11";i:30934;}"
206,Turbo,male,n,0,1995,NULL,터보,"K=Turbo_(South_Korean_band),I=kjk76,V=F5D12B,VS=150",NULL,NULL,NULL,2059748,none,2077925,,"a:3:{s:17:"REBOOT : THE BEST";a:1:{s:7:"2015-01";i:1623;}s:14:"AGAIN (다시)";a:2:{s:7:"2016-01";i:1598;s:7:"2016-05";i:543;}s:12:"TURBO SPLASH";a:2:{s:7:"2017-07";i:3497;s:7:"2017-08";i:10916;}}",5535,"a:5:{s:7:"2015-01";i:1623;s:7:"2016-01";i:1598;s:7:"2016-05";i:543;s:7:"2017-07";i:3497;s:7:"2017-08";i:10916;}"
207,TVXQ!,male,n,0,2004,NULL,동방신기,"K=TVXQ,T=tvxq,F=tvxq,W=tvxq.smtown.com,I=tvxq.official",TVXQ,3575,2004-01-14,1818018,none,3312623,,"a:18:{s:36:"`왜(KEEP YOUR HEAD DOWN)` NEW ALBUM";a:7:{s:7:"2011-01";i:230227;s:7:"2011-02";i:5058;s:7:"2011-03";i:1384;s:7:"2011-10";i:10715;s:7:"2011-11";i:20772;s:7:"2011-12";i:1827;i:2011;i:263412;}s:32:"3집 O -正.反.合. (정반합)";a:26:{s:7:"2011-01";i:2606;s:7:"2011-02";i:1010;s:7:"2011-03";i:1445;s:7:"2011-04";i:986;s:7:"2011-05";i:1156;s:7:"2011-06";i:1030;s:7:"2011-08";i:2663;s:7:"2011-09";i:1033;s:7:"2011-10";i:930;s:7:"2011-11";i:971;s:7:"2011-12";i:1359;i:2011;i:15827;s:7:"2012-01";i:1655;s:7:"2012-02";i:1366;s:7:"2012-03";i:1718;s:7:"2012-04";i:1104;s:7:"2012-05";i:1020;s:7:"2012-06";i:730;s:7:"2012-07";i:974;s:7:"2012-08";i:856;s:7:"2012-09";i:693;s:7:"2012-11";i:744;s:7:"2012-12";i:833;s:7:"2013-11";i:712;s:7:"2014-01";i:1214;s:7:"2014-03";i:443;}s:49:"4집 THE FOURTH ALBUM `MIROTIC` (SPECIAL EDITION)";a:4:{s:7:"2011-01";i:884;s:7:"2011-02";i:717;s:7:"2011-03";i:671;s:7:"2012-07";i:788;}s:61:"왜 (KEEP YOUR HEAD DOWN) REPACKAGE `이것만은 알고 가`";a:8:{s:7:"2011-03";i:51354;s:7:"2011-04";i:2871;s:7:"2011-05";i:947;s:7:"2011-10";i:1465;s:7:"2011-12";i:823;i:2011;i:60205;s:7:"2012-01";i:1022;s:7:"2012-03";i:943;}s:31:"4집 THE FOURTH ALBUM `MIROTIC`";a:13:{s:7:"2011-08";i:2433;s:7:"2012-01";i:1060;s:7:"2012-02";i:1067;s:7:"2012-03";i:1336;s:7:"2012-05";i:1202;s:7:"2012-08";i:716;s:7:"2012-10";i:1069;s:7:"2013-06";i:594;s:7:"2013-07";i:788;s:7:"2013-10";i:756;s:7:"2014-01";i:727;s:7:"2014-03";i:509;s:7:"2014-04";i:427;}s:32:"CHRISTMAS GIFT FROM 東方神起";a:2:{s:7:"2011-08";i:2284;s:7:"2011-11";i:1206;}s:15:"2집 RISING SUN";a:1:{s:7:"2011-08";i:3902;}s:14:"1집 TRI-ANGLE";a:1:{s:7:"2011-08";i:3624;}s:3:"HUG";a:2:{s:7:"2011-12";i:4163;s:7:"2014-01";i:1689;}s:16:"ANDROID (CD+DVD)";a:1:{s:7:"2012-07";i:3838;}s:13:"6집 CATCH ME";a:8:{s:7:"2012-09";i:131882;s:7:"2012-10";i:114956;s:7:"2012-11";i:8131;s:7:"2012-12";i:1478;i:2012;i:256447;s:7:"2013-01";i:1098;s:7:"2013-11";i:1880;s:7:"2014-01";i:645;}s:21:"HUMANOIDS (REPACKAGE)";a:14:{s:7:"2012-11";i:57598;s:7:"2012-12";i:22788;i:2012;i:80386;s:7:"2013-01";i:5345;s:7:"2013-02";i:1421;s:7:"2013-03";i:885;s:7:"2013-06";i:999;s:7:"2013-07";i:796;s:7:"2013-09";i:933;s:7:"2013-10";i:557;s:7:"2013-11";i:626;s:7:"2013-12";i:1091;i:2013;i:14196;s:7:"2014-01";i:1091;}s:5:"TENSE";a:3:{s:7:"2014-01";i:194198;s:7:"2014-02";i:3305;i:2014;i:196971;}s:51:"THE 7TH ALBUM REPACKAGE `수리수리 (SPELLBOUND)`";a:7:{s:7:"2014-02";i:61405;s:7:"2014-03";i:46120;s:7:"2014-04";i:3563;s:7:"2014-12";i:951;i:2014;i:110566;s:7:"2015-02";i:371;s:7:"2015-06";i:538;}s:18:"THE 4TH WORLD TOUR";a:4:{s:7:"2014-05";i:19979;s:7:"2014-06";i:5007;s:7:"2014-07";i:2980;i:2014;i:28106;}s:33:"RISE AS GOD - TVXQ! SPECIAL ALBUM";a:4:{s:7:"2015-07";i:148155;s:7:"2015-08";i:3786;i:2015;i:151625;s:7:"2016-05";i:512;}s:51:"NEW CHAPTER #1 : THE CHANCE OF LOVE - THE 8TH ALBUM";a:6:{s:7:"2018-03";i:110589;s:7:"2018-04";i:28263;s:7:"2018-05";i:2934;s:7:"2018-06";i:1037;s:7:"2018-12";i:1005;i:2018;i:146354;}s:67:"NEW CHAPTER #2 : THE TRUTH OF LOVE - 15TH ANNIVERSARY SPECIAL ALBUM";a:3:{s:7:"2018-12";i:93238;i:2018;i:93238;s:7:"2019-01";i:18660;}}",63494,"a:51:{s:7:"2011-01";i:233717;s:7:"2011-02";i:6785;s:7:"2011-03";i:54854;s:7:"2011-10";i:13110;s:7:"2011-11";i:22949;s:7:"2011-12";i:8172;s:7:"2011-04";i:3857;s:7:"2011-05";i:2103;s:7:"2011-06";i:1030;s:7:"2011-08";i:14906;s:7:"2011-09";i:1033;s:7:"2012-01";i:3737;s:7:"2012-02";i:2433;s:7:"2012-03";i:3997;s:7:"2012-04";i:1104;s:7:"2012-05";i:2222;s:7:"2012-06";i:730;s:7:"2012-07";i:5600;s:7:"2012-08";i:1572;s:7:"2012-09";i:132575;s:7:"2012-11";i:66473;s:7:"2012-12";i:25099;s:7:"2013-11";i:3218;s:7:"2014-01";i:199564;s:7:"2014-03";i:47072;s:7:"2012-10";i:116025;s:7:"2013-06";i:1593;s:7:"2013-07";i:1584;s:7:"2013-10";i:1313;s:7:"2014-04";i:3990;s:7:"2013-01";i:6443;s:7:"2013-02";i:1421;s:7:"2013-03";i:885;s:7:"2013-09";i:933;s:7:"2013-12";i:1091;s:7:"2014-02";i:64710;s:7:"2014-12";i:951;s:7:"2015-02";i:371;s:7:"2015-06";i:538;s:7:"2014-05";i:19979;s:7:"2014-06";i:5007;s:7:"2014-07";i:2980;s:7:"2015-07";i:148155;s:7:"2015-08";i:3786;s:7:"2016-05";i:512;s:7:"2018-03";i:110589;s:7:"2018-04";i:28263;s:7:"2018-05";i:2934;s:7:"2018-06";i:1037;s:7:"2018-12";i:94243;s:7:"2019-01";i:18660;}"
208,Twice,female,n,0,2015,NULL,트와이스,"K=Twice_(band),Y=UCzgxx_DM2Dcb9Y1spb9mUJA,F=JYPETWICE,I=twicetagram,W=twice.jype.com,V=EDBF,VS=6,T=jypetwice,A=twice/1203816887,G=TWICE?id=Ae7l2zr5t6gut6htclqul225qwy",トゥワイス,1109,NULL,0,none,4572592,,"a:13:{s:16:"THE STORY BEGINS";a:43:{s:7:"2015-10";i:17100;s:7:"2015-11";i:17891;s:7:"2015-12";i:14913;i:2015;i:49904;s:7:"2016-01";i:5808;s:7:"2016-02";i:7063;s:7:"2016-03";i:4374;s:7:"2016-04";i:3498;s:7:"2016-05";i:4256;s:7:"2016-06";i:3118;s:7:"2016-07";i:2580;s:7:"2016-08";i:3888;s:7:"2016-09";i:2659;s:7:"2016-10";i:2696;s:7:"2016-11";i:5156;s:7:"2016-12";i:5479;i:2016;i:50575;s:7:"2017-01";i:6545;s:7:"2017-02";i:6392;s:7:"2017-03";i:2993;s:7:"2017-04";i:2316;s:7:"2017-05";i:1721;s:7:"2017-06";i:2800;s:7:"2017-07";i:3619;s:7:"2017-08";i:3109;s:7:"2018-03";i:4996;s:7:"2018-04";i:9985;s:7:"2018-05";i:9857;s:7:"2018-06";i:2179;s:7:"2018-08";i:1103;s:7:"2018-09";i:835;s:7:"2018-11";i:1844;s:7:"2018-12";i:2114;s:7:"2019-02";i:4537;s:7:"2019-03";i:1901;s:7:"2019-04";i:3095;s:7:"2019-06";i:2240;s:7:"2019-07";i:6942;s:7:"2019-09";i:3021;s:7:"2019-10";i:1556;s:7:"2019-11";i:2964;s:7:"2019-12";i:2569;s:7:"2020-01";i:4982;}s:8:"PAGE TWO";a:33:{s:7:"2016-04";i:80686;s:7:"2016-05";i:34577;s:7:"2016-06";i:21641;s:7:"2016-07";i:8410;s:7:"2016-08";i:8665;s:7:"2016-09";i:5384;s:7:"2016-10";i:4968;s:7:"2016-11";i:7061;s:7:"2016-12";i:8060;i:2016;i:179452;s:7:"2017-01";i:10036;s:7:"2017-02";i:7114;s:7:"2017-03";i:6097;s:7:"2017-04";i:3950;s:7:"2017-05";i:2701;s:7:"2017-06";i:4866;s:7:"2017-07";i:4685;s:7:"2017-09";i:6779;s:7:"2017-10";i:2406;i:2017;i:49748;s:7:"2018-03";i:4991;s:7:"2018-05";i:17607;s:7:"2018-06";i:4251;s:7:"2018-07";i:1559;s:7:"2018-08";i:2006;s:7:"2018-09";i:1609;s:7:"2018-10";i:2352;s:7:"2019-03";i:9697;s:7:"2019-07";i:15747;s:7:"2019-08";i:4213;s:7:"2019-11";i:10927;s:7:"2019-12";i:3186;s:7:"2020-01";i:5836;}s:21:"TWICECOASTER : LANE 1";a:31:{s:7:"2016-10";i:166810;s:7:"2016-11";i:52961;s:7:"2016-12";i:131081;i:2016;i:350852;s:7:"2017-01";i:12170;s:7:"2017-02";i:9496;s:7:"2017-03";i:1744;s:7:"2017-04";i:2236;s:7:"2017-05";i:2403;s:7:"2017-06";i:2587;s:7:"2017-07";i:2697;s:7:"2017-08";i:5429;s:7:"2017-09";i:3437;i:2017;i:42632;s:7:"2018-03";i:4991;s:7:"2018-04";i:5695;s:7:"2018-05";i:4271;s:7:"2018-06";i:14094;s:7:"2018-07";i:1256;s:7:"2018-08";i:1519;s:7:"2018-09";i:1024;s:7:"2018-10";i:1202;s:7:"2019-02";i:5940;s:7:"2019-03";i:4097;s:7:"2019-07";i:9994;s:7:"2019-09";i:8245;s:7:"2019-10";i:1750;s:7:"2019-11";i:4696;s:7:"2019-12";i:4493;s:7:"2020-01";i:6115;s:7:"2020-03";i:1624;}s:21:"TWICECOASTER : LANE 2";a:27:{s:7:"2017-02";i:266645;s:7:"2017-03";i:6727;s:7:"2017-08";i:2342;s:7:"2017-09";i:3435;s:7:"2017-10";i:1510;s:7:"2017-11";i:3234;s:7:"2017-12";i:4547;i:2017;i:277716;s:7:"2018-01";i:7698;s:7:"2018-02";i:8133;s:7:"2018-03";i:8950;s:7:"2018-04";i:3519;s:7:"2018-07";i:3140;s:7:"2018-08";i:1386;s:7:"2018-09";i:2479;s:7:"2018-10";i:2174;s:7:"2019-02";i:4883;s:7:"2019-03";i:3324;s:7:"2019-04";i:3558;s:7:"2019-07";i:9994;s:7:"2019-09";i:2500;s:7:"2019-10";i:1445;s:7:"2019-11";i:1563;s:7:"2019-12";i:2770;s:7:"2020-01";i:1706;s:7:"2020-02";i:3139;s:7:"2020-03";i:1309;}s:6:"SIGNAL";a:30:{s:7:"2017-05";i:248550;s:7:"2017-06";i:16439;s:7:"2017-07";i:4941;s:7:"2017-08";i:3090;s:7:"2017-09";i:4411;s:7:"2017-10";i:1605;s:7:"2017-11";i:1929;s:7:"2017-12";i:4329;i:2017;i:285294;s:7:"2018-01";i:7875;s:7:"2018-02";i:4574;s:7:"2018-04";i:3377;s:7:"2018-05";i:2563;s:7:"2018-06";i:15847;s:7:"2018-07";i:1275;s:7:"2018-08";i:1636;s:7:"2018-09";i:1099;s:7:"2018-10";i:1964;s:7:"2018-11";i:2571;s:7:"2018-12";i:3153;i:2018;i:46328;s:7:"2019-01";i:2368;s:7:"2019-03";i:8189;s:7:"2019-04";i:1748;s:7:"2019-07";i:10839;s:7:"2019-08";i:4111;s:7:"2019-11";i:8307;s:7:"2019-12";i:3721;s:7:"2020-01";i:2493;s:7:"2020-02";i:9197;}s:11:"TWICETAGRAM";a:21:{s:7:"2017-10";i:276575;s:7:"2017-11";i:40196;s:7:"2017-12";i:3618;i:2017;i:320389;s:7:"2018-01";i:3023;s:7:"2018-02";i:1468;s:7:"2018-04";i:763;s:7:"2018-05";i:5596;s:7:"2018-06";i:10991;s:7:"2018-08";i:4063;s:7:"2018-10";i:1524;s:7:"2018-11";i:1370;s:7:"2018-12";i:1362;s:7:"2019-01";i:1213;s:7:"2019-03";i:6596;s:7:"2019-04";i:2894;s:7:"2019-07";i:8952;s:7:"2019-09";i:5686;s:7:"2019-12";i:1647;s:7:"2020-02";i:6751;s:7:"2020-03";i:1115;}s:13:"MERRY & HAPPY";a:19:{s:7:"2017-12";i:165347;i:2017;i:165347;s:7:"2018-01";i:19274;s:7:"2018-03";i:4988;s:7:"2018-04";i:9956;s:7:"2018-06";i:14673;s:7:"2018-09";i:863;s:7:"2018-11";i:1599;s:7:"2018-12";i:2597;i:2018;i:56334;s:7:"2019-01";i:2366;s:7:"2019-03";i:6108;s:7:"2019-04";i:2682;s:7:"2019-05";i:4213;s:7:"2019-06";i:1586;s:7:"2019-07";i:1633;s:7:"2019-09";i:3217;s:7:"2019-12";i:4930;s:7:"2020-02";i:3553;}s:13:"WHAT IS LOVE?";a:18:{s:7:"2018-04";i:335235;s:7:"2018-05";i:4108;s:7:"2018-06";i:2362;s:7:"2018-07";i:1055;s:7:"2018-11";i:3318;s:7:"2018-12";i:4888;i:2018;i:348797;s:7:"2019-01";i:5103;s:7:"2019-02";i:4251;s:7:"2019-03";i:3759;s:7:"2019-04";i:6936;s:7:"2019-07";i:5975;s:7:"2019-09";i:8352;s:7:"2019-10";i:1637;s:7:"2019-11";i:8957;s:7:"2019-12";i:5719;i:2019;i:50877;s:7:"2020-01";i:5315;}s:13:"SUMMER NIGHTS";a:13:{s:7:"2018-07";i:292091;s:7:"2018-08";i:12004;s:7:"2018-09";i:7466;s:7:"2018-10";i:2914;i:2018;i:314421;s:7:"2019-02";i:6519;s:7:"2019-03";i:2322;s:7:"2019-05";i:8717;s:7:"2019-07";i:5983;s:7:"2019-09";i:8983;s:7:"2019-12";i:14848;s:7:"2020-02";i:8176;s:7:"2020-03";i:3090;}s:10:"YES OR YES";a:13:{s:7:"2018-11";i:322803;s:7:"2018-12";i:2958;i:2018;i:325761;s:7:"2019-01";i:2884;s:7:"2019-02";i:1829;s:7:"2019-03";i:6005;s:7:"2019-07";i:6278;s:7:"2019-09";i:8970;s:7:"2019-11";i:8223;s:7:"2019-12";i:3715;s:7:"2020-01";i:2879;s:7:"2020-02";i:4220;s:7:"2020-03";i:2853;}s:17:"THE YEAR OF `YES`";a:9:{s:7:"2018-12";i:196034;i:2018;i:196034;s:7:"2019-01";i:1904;s:7:"2019-02";i:1559;s:7:"2019-07";i:2072;s:7:"2019-09";i:3052;s:7:"2019-11";i:1391;s:7:"2019-12";i:2578;s:7:"2020-01";i:4665;}s:9:"FANCY YOU";a:12:{s:7:"2019-04";i:328477;s:7:"2019-05";i:25406;s:7:"2019-06";i:6878;s:7:"2019-07";i:10328;s:7:"2019-08";i:7743;s:7:"2019-09";i:6252;s:7:"2019-10";i:3918;s:7:"2019-11";i:4065;s:7:"2019-12";i:1338;i:2019;i:394405;s:7:"2020-02";i:11334;s:7:"2020-03";i:2786;}s:12:"FEEL SPECIAL";a:8:{s:7:"2019-09";i:368842;s:7:"2019-10";i:31686;s:7:"2019-11";i:4211;s:7:"2019-12";i:8720;i:2019;i:413459;s:7:"2020-01";i:6102;s:7:"2020-02";i:8885;s:7:"2020-03";i:14983;}}",6923600,"a:54:{s:7:"2015-10";i:17100;s:7:"2015-11";i:17891;s:7:"2015-12";i:14913;s:7:"2016-01";i:5808;s:7:"2016-02";i:7063;s:7:"2016-03";i:4374;s:7:"2016-04";i:84184;s:7:"2016-05";i:38833;s:7:"2016-06";i:24759;s:7:"2016-07";i:10990;s:7:"2016-08";i:12553;s:7:"2016-09";i:8043;s:7:"2016-10";i:174474;s:7:"2016-11";i:65178;s:7:"2016-12";i:144620;s:7:"2017-01";i:28751;s:7:"2017-02";i:289647;s:7:"2017-03";i:17561;s:7:"2017-04";i:8502;s:7:"2017-05";i:255375;s:7:"2017-06";i:26692;s:7:"2017-07";i:15942;s:7:"2017-08";i:13970;s:7:"2018-03";i:28916;s:7:"2018-04";i:368530;s:7:"2018-05";i:44002;s:7:"2018-06";i:64397;s:7:"2018-08";i:23717;s:7:"2018-09";i:15375;s:7:"2018-11";i:333505;s:7:"2018-12";i:213106;s:7:"2019-02";i:29518;s:7:"2019-03";i:51998;s:7:"2019-04";i:349390;s:7:"2019-06";i:10704;s:7:"2019-07";i:94737;s:7:"2019-09";i:427120;s:7:"2019-10";i:41992;s:7:"2019-11";i:55304;s:7:"2019-12";i:60234;s:7:"2020-01";i:40093;s:7:"2017-09";i:18062;s:7:"2017-10";i:282096;s:7:"2018-07";i:300376;s:7:"2018-10";i:12130;s:7:"2019-08";i:16067;s:7:"2020-03";i:27760;s:7:"2017-11";i:45359;s:7:"2017-12";i:177841;s:7:"2018-01";i:37870;s:7:"2018-02";i:14175;s:7:"2020-02";i:55255;s:7:"2019-01";i:15838;s:7:"2019-05";i:38336;}"
209,"Two X",female,n,0,2012,2017,투엑스,"K=Two_X,Y=UCqvceFHDMYDyzwtMQG6NiQA,T=twox_intlfanc",NULL,1836,NULL,0,none,3054,,"a:2:{s:18:"DOUBLE UP (SINGLE)";a:1:{s:7:"2012-08";i:962;}s:12:"RING MA BELL";a:1:{s:7:"2013-02";i:2092;}}",403,"a:2:{s:7:"2012-08";i:962;s:7:"2013-02";i:2092;}"
210,U-Kiss,male,n,0,2008,NULL,유키스,"K=U-KISS,I=ukiss_jun97,F=ukiss,T=ukisskorea",NULL,3576,2008-08-28,44309,none,145061,,"a:10:{s:15:"BREAK TIME (EP)";a:1:{s:7:"2011-01";i:806;}s:19:"1집 ONLY ONE ALBUM";a:1:{s:7:"2011-02";i:3009;}s:18:"BRAN NEW KISS (EP)";a:5:{s:7:"2011-03";i:7993;s:7:"2011-04";i:9991;s:7:"2011-05";i:1210;s:7:"2011-06";i:832;i:2011;i:20216;}s:14:"3집 : COLLAGE";a:3:{s:7:"2013-03";i:18313;s:7:"2013-04";i:1154;i:2013;i:19440;}s:9:"NEVERLAND";a:1:{s:7:"2013-04";i:1228;}s:21:"THE SPECIAL TO KISSME";a:1:{s:7:"2013-04";i:1068;}s:7:"MOMENTS";a:3:{s:7:"2013-10";i:8629;s:7:"2013-11";i:10374;i:2013;i:18956;}s:12:"MONO SCANDAL";a:1:{s:7:"2014-06";i:13806;}s:6:"ALWAYS";a:2:{s:7:"2015-01";i:9000;s:7:"2015-02";i:3224;}s:7:"STALKER";a:1:{s:7:"2016-06";i:9999;}}",7091,"a:14:{s:7:"2011-01";i:806;s:7:"2011-02";i:3009;s:7:"2011-03";i:7993;s:7:"2011-04";i:9991;s:7:"2011-05";i:1210;s:7:"2011-06";i:832;s:7:"2013-03";i:18313;s:7:"2013-04";i:3450;s:7:"2013-10";i:8629;s:7:"2013-11";i:10374;s:7:"2014-06";i:13806;s:7:"2015-01";i:9000;s:7:"2015-02";i:3224;s:7:"2016-06";i:9999;}"
211,"U-Know (Yunho)",male,y,207,2015,NULL,유노윤호,K=Yunho,"U-Know,Yunho",3577,2015-07-08,0,none,150585,,"a:2:{s:32:"TRUE COLORS - THE 1ST MINI ALBUM";a:5:{s:7:"2019-06";i:134127;s:7:"2019-07";i:8651;s:7:"2019-11";i:2104;i:2019;i:143424;s:7:"2020-01";i:2913;}s:40:"TRUE COLORS - THE 1ST MINI ALBUM (KIHNO)";a:1:{s:7:"2019-06";i:4248;}}",5604,"a:4:{s:7:"2019-06";i:138375;s:7:"2019-07";i:8651;s:7:"2019-11";i:2104;s:7:"2020-01";i:2913;}"
212,Uniq,male,n,0,NULL,NULL,유니크,"K=Uniq_(band),I=official_uniq5,T=uniq_5,F=official.UNIQ5,V=F88D5,VS=107",NULL,1614,NULL,0,none,7582,,"a:1:{s:4:"EOEO";a:2:{s:7:"2015-04";i:2998;s:7:"2015-05";i:4584;}}",10174,"a:2:{s:7:"2015-04";i:2998;s:7:"2015-05";i:4584;}"
