SongName,CatBoxLink,GroupName,AlbumName,ArtistId,SongId,Duration,releasedate,issolo,Gender 
Shower Later,https://files.catbox.moe/uthsok.webm,Gary,https://catbox.moe/c/4jucin,71,1065,250.1,2014-01-14,y,male
Tantara,https://files.catbox.moe/fi2san.webm,Gary,https://catbox.moe/c/4jucin,71,13483,225.68,2016-04-27,y,male
Zotto Mola,https://files.catbox.moe/qh8brz.webm,Gary,https://catbox.moe/c/4jucin,71,1067,242.28,2014-01-14,y,male
Bicycle,https://files.catbox.moe/9lnlac.webm,Gary + Jung-in,https://catbox.moe/c/a4kpqv,72,1068,241.8,2014-08-31,n,coed
Good Boy,https://files.catbox.moe/xgnc7f.webm,G-DRAGON + TAEYANG,https://catbox.moe/c/rno9yz,73,256,250.06,2014-11-20,n,male
Baby Good Night,https://files.catbox.moe/z1kdhw.webm,G-DRAGON + T.O.P,https://catbox.moe/c/u9br8d,74,889,213.02,2011-01-31,n,male
Don't Go Home,https://files.catbox.moe/wxxige.webm,G-DRAGON + T.O.P,https://catbox.moe/c/u9br8d,74,15417,212.82,2011-07-11,n,male
High High,https://files.catbox.moe/e261u9.webm,G-DRAGON + T.O.P,https://catbox.moe/c/u9br8d,74,9672,188.18,2010-12-15,n,male
Oh Yeah,https://files.catbox.moe/hcpdey.webm,G-DRAGON + T.O.P,https://catbox.moe/c/u9br8d,74,14446,200.06,2012-01-14,n,male
ZUTTER,https://files.catbox.moe/gl8it7.webm,G-DRAGON + T.O.P,https://catbox.moe/c/u9br8d,74,953,218.66,2015-08-04,n,male
"Officially Missing You, too",https://files.catbox.moe/frupm7.webm,Geeks + Soyou,https://catbox.moe/c/bn70ir,75,1169,205.54,2012-10-31,n,coed
Apple,https://files.catbox.moe/fyhadc.webm,GFriend,https://catbox.moe/c/af8bfe,76,6809,244.1,2020-07-13,n,female
Crossroads,https://files.catbox.moe/s83z0y.webm,GFriend,https://catbox.moe/c/af8bfe,76,5673,295.02,2020-02-03,n,female
Fever,https://files.catbox.moe/4omawd.webm,GFriend,https://catbox.moe/c/af8bfe,76,4507,246.98,2019-07-01,n,female
Fingertip,https://files.catbox.moe/nktck2.webm,GFriend,https://catbox.moe/c/af8bfe,76,1967,304.08,2017-03-05,n,female
Glass Bead,https://files.catbox.moe/kny292.webm,GFriend,https://catbox.moe/c/af8bfe,76,2318,223.24,2017-11-02,n,female
Labyrinth,https://files.catbox.moe/eveog5.webm,GFriend,https://catbox.moe/c/af8bfe,76,5762,210.82,2020-02-12,n,female
Love Whisper,https://files.catbox.moe/xzqd5e.webm,GFriend,https://catbox.moe/c/af8bfe,76,2224,256.68,2017-08-01,n,female
MAGO,https://files.catbox.moe/986chp.webm,GFriend,https://catbox.moe/c/af8bfe,76,7898,210.74,2020-11-09,n,female
Me Gustas Tu,https://files.catbox.moe/3oh3tw.webm,GFriend,https://catbox.moe/c/af8bfe,76,3742,251.06,2015-07-22,n,female
Navillera,https://files.catbox.moe/7lxrs3.webm,GFriend,https://catbox.moe/c/af8bfe,76,1852,212.86,2016-07-10,n,female
Rough,https://files.catbox.moe/9vosaq.webm,GFriend,https://catbox.moe/c/af8bfe,76,1387,286.1,2016-01-24,n,female
Summer Rain,https://files.catbox.moe/6wx4vi.webm,GFriend,https://catbox.moe/c/af8bfe,76,2290,247.62,2017-09-13,n,female
Sunny Summer,https://files.catbox.moe/fa3xl8.webm,GFriend,https://catbox.moe/c/af8bfe,76,2728,206.16,2018-07-19,n,female
Sunrise,https://files.catbox.moe/nuwsra.webm,GFriend,https://catbox.moe/c/af8bfe,76,3900,234.72,2019-01-14,n,female
Time for the Moon Night,https://files.catbox.moe/x4ejw6.webm,GFriend,https://catbox.moe/c/af8bfe,76,2527,233.86,2018-04-30,n,female
Wave,https://files.catbox.moe/upmrdk.webm,GFriend,https://catbox.moe/c/af8bfe,76,15181,254.54,2016-05-01,n,female
Darling,https://files.catbox.moe/wn0bgc.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,17,197.26,2014-07-13,n,female
Don't Forget Me,https://files.catbox.moe/vvenoz.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,41,197.84,2012-10-25,n,female
Expectation,https://files.catbox.moe/nvtkl2.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,35,203.0,2013-03-13,n,female
Female President,https://files.catbox.moe/77vypd.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,29,217.44,2013-06-23,n,female
Hello Bubble,https://files.catbox.moe/jjo6pg.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,780,157.22,2015-05-11,n,female
Hug me once,https://files.catbox.moe/p6bovh.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,2088,252.34,2011-07-03,n,female
I miss you,https://files.catbox.moe/r41mfc.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,12228,229.4,2014-10-15,n,female
I'll be yours,https://files.catbox.moe/7qfj8y.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,1977,193.5,2017-03-26,n,female
Kyawooddung,https://files.catbox.moe/csx9c7.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,2631,208.74,2010-07-06,n,female
Nothing Lasts Forever,https://files.catbox.moe/nd1ccl.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,10367,208.1,2010-10-28,n,female
Oh! My God,https://files.catbox.moe/f1lauh.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,614,283.72,2012-04-17,n,female
Ring my Bell,https://files.catbox.moe/g8bzmk.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,853,199.56,2015-07-06,n,female
Something,https://files.catbox.moe/ikyjuz.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,22,225.78,2014-01-02,n,female
Twinkle Twinkle,https://files.catbox.moe/nnv6nq.webm,Girl's Day,https://catbox.moe/c/rjnfmb,77,43,211.82,2011-03-15,n,female
All Night,https://files.catbox.moe/34ldyd.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,2239,231.46,2017-08-05,n,female
Baby Baby,https://files.catbox.moe/swby5r.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,966,203.44,2008-03-17,n,female
Catch Me If You Can,https://files.catbox.moe/csmexc.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,740,262.62,2015-04-09,n,female
Chocolate Love,https://files.catbox.moe/9k503q.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,127,239.9,2009-10-21,n,female
Dancing Queen,https://files.catbox.moe/c6akxu.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,143,263.58,2012-12-21,n,female
Day by Day,https://files.catbox.moe/yb9qo6.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,3629,291.42,2011-12-03,n,female
Echo,https://files.catbox.moe/ue4b2h.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,3630,224.14,2010-03-17,n,female
Gee,https://files.catbox.moe/l73imh.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,125,234.22,2009-01-05,n,female
Genie,https://files.catbox.moe/cz6iy8.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,176,240.68,2009-06-29,n,female
Girls' Generation,https://files.catbox.moe/9kuun3.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,964,235.82,2007-11-01,n,female
HaHaHa Song,https://files.catbox.moe/mcgo88.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,3018,79.62,2009-06-07,n,female
Holiday,https://files.catbox.moe/jnf02h.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,2232,203.68,2017-08-04,n,female
Hoot,https://files.catbox.moe/9tmcnz.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,136,253.06,2010-10-27,n,female
I got a boy,https://files.catbox.moe/9srhw5.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,135,304.12,2012-12-31,n,female
Into the new world,https://files.catbox.moe/cvip0r.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,963,297.12,2007-08-03,n,female
Kissing You,https://files.catbox.moe/vhnc6e.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,965,200.98,2008-01-13,n,female
Lion Heart,https://files.catbox.moe/6p0jt8.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,974,336.78,2015-08-17,n,female
Love Hate,https://files.catbox.moe/slkpz3.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,8575,228.24,2011-06-02,n,female
Mr. Taxi,https://files.catbox.moe/or8me8.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,8553,216.54,2011-12-15,n,female
Mr.Mr.,https://files.catbox.moe/mgo9vb.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,156,244.94,2014-02-28,n,female
Oh!,https://files.catbox.moe/o537vj.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,128,213.96,2010-01-26,n,female
Party,https://files.catbox.moe/q8anhl.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,854,217.2,2015-07-07,n,female
Run Devil Run,https://files.catbox.moe/cgt5kd.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,129,208.0,2010-03-16,n,female
Sailing 0805,https://files.catbox.moe/v81ohq.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,1693,260.86,2016-08-04,n,female
The Boys,https://files.catbox.moe/o5e85w.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,124,319.96,2011-10-18,n,female
Visual Dreams,https://files.catbox.moe/25mbl4.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,166,210.22,2011-01-18,n,female
Way to Go!,https://files.catbox.moe/zukkr0.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,968,181.82,2011-07-07,n,female
You Think,https://files.catbox.moe/nzs5s9.webm,Girls' Generation,https://catbox.moe/c/a5kw2q,78,978,197.64,2015-08-18,n,female
Dear Santa,https://files.catbox.moe/yispnc.webm,Girls' Generation TTS,https://catbox.moe/c/t0dmhx,79,1112,260.84,2015-12-03,n,female
Holler,https://files.catbox.moe/bau4bc.webm,Girls' Generation TTS,https://catbox.moe/c/t0dmhx,79,654,230.88,2014-09-16,n,female
OMG,https://files.catbox.moe/8u0ql0.webm,Girls' Generation TTS,https://catbox.moe/c/t0dmhx,79,972,206.66,2012-06-05,n,female
Twinkle,https://files.catbox.moe/gs64fz.webm,Girls' Generation TTS,https://catbox.moe/c/t0dmhx,79,133,261.82,2012-04-30,n,female
A,https://files.catbox.moe/c7vt77.webm,GOT7,https://catbox.moe/c/zcn7ib,80,638,206.56,2014-06-22,n,male
"Boom x3 (Bambam, Jackson & Yugyeom)",https://files.catbox.moe/s8uqv1.webm,GOT7,https://catbox.moe/c/zcn7ib,80,17680,146.46,2016-10-22,n,male
Breath,https://files.catbox.moe/qescjp.webm,GOT7,https://catbox.moe/c/zcn7ib,80,8022,229.16,2020-11-23,n,male
Confession Song,https://files.catbox.moe/2iq9am.webm,GOT7,https://catbox.moe/c/zcn7ib,80,1044,291.02,2015-11-22,n,male
Dreamin',https://files.catbox.moe/uuqvnt.webm,GOT7,https://catbox.moe/c/zcn7ib,80,17691,211.16,2016-11-07,n,male
Eclipse,https://files.catbox.moe/o8zywn.webm,GOT7,https://catbox.moe/c/zcn7ib,80,4308,226.7,2019-05-20,n,male
Encore,https://files.catbox.moe/3qbt3s.webm,GOT7,https://catbox.moe/c/zcn7ib,80,9897,254.14,2021-02-20,n,male
Fine (Yugyeom),https://files.catbox.moe/j72hm8.webm,GOT7,https://catbox.moe/c/zcn7ib,80,15651,76.52,2018-09-12,n,male
Fly,https://files.catbox.moe/6rfnva.webm,GOT7,https://catbox.moe/c/zcn7ib,80,1556,207.32,2016-03-20,n,male
Follow Me,https://files.catbox.moe/rj8gwg.webm,GOT7,https://catbox.moe/c/zcn7ib,80,17685,193.38,2016-12-05,n,male
Girls Girls Girls,https://files.catbox.moe/w4kd62.webm,GOT7,https://catbox.moe/c/zcn7ib,80,642,323.34,2014-01-14,n,male
Hard Carry,https://files.catbox.moe/ythvlz.webm,GOT7,https://catbox.moe/c/zcn7ib,80,1871,200.26,2016-09-26,n,male
HEY,https://files.catbox.moe/1eqpku.webm,GOT7,https://catbox.moe/c/zcn7ib,80,17686,245.76,2016-11-21,n,male
If You Do,https://files.catbox.moe/4xg76b.webm,GOT7,https://catbox.moe/c/zcn7ib,80,1017,216.74,2015-09-28,n,male
Just Right,https://files.catbox.moe/a0xl00.webm,GOT7,https://catbox.moe/c/zcn7ib,80,860,241.8,2015-07-12,n,male
Last Piece,https://files.catbox.moe/0zupgn.webm,GOT7,https://catbox.moe/c/zcn7ib,80,8137,245.02,2020-11-30,n,male
Let Me,https://files.catbox.moe/pxcvd0.webm,GOT7,https://catbox.moe/c/zcn7ib,80,17692,224.84,2016-11-28,n,male
Look,https://files.catbox.moe/5q3leb.webm,GOT7,https://catbox.moe/c/zcn7ib,80,2453,212.94,2018-03-12,n,male
Lullaby,https://files.catbox.moe/bt8huy.webm,GOT7,https://catbox.moe/c/zcn7ib,80,2967,222.76,2018-09-17,n,male
Made It (Jackson),https://files.catbox.moe/tvnx38.webm,GOT7,https://catbox.moe/c/zcn7ib,80,15647,88.62,2018-09-08,n,male
Made It (Jinyoung),https://files.catbox.moe/ofdjz9.webm,GOT7,https://catbox.moe/c/zcn7ib,80,3044,84.68,2018-09-21,n,male
Mayday,https://files.catbox.moe/70ay54.webm,GOT7,https://catbox.moe/c/zcn7ib,80,17690,228.32,2016-11-14,n,male
Miracle,https://files.catbox.moe/2lhe42.webm,GOT7,https://catbox.moe/c/zcn7ib,80,3511,284.02,2018-12-03,n,male
My home,https://files.catbox.moe/79ssyd.webm,GOT7,https://catbox.moe/c/zcn7ib,80,17689,240.6,2016-11-14,n,male
My Swagger,https://files.catbox.moe/kh67xn.webm,GOT7,https://catbox.moe/c/zcn7ib,80,2101,211.24,2017-05-22,n,male
My Youth (Jinyoung),https://files.catbox.moe/918ng1.webm,GOT7,https://catbox.moe/c/zcn7ib,80,15648,90.0,2018-09-11,n,male
Never Ever,https://files.catbox.moe/41yxux.webm,GOT7,https://catbox.moe/c/zcn7ib,80,2219,210.22,2017-03-12,n,male
Nobody Knows (Youngjae),https://files.catbox.moe/0a50f1.webm,GOT7,https://catbox.moe/c/zcn7ib,80,15649,87.12,2018-09-10,n,male
Not by the moon,https://files.catbox.moe/parovt.webm,GOT7,https://catbox.moe/c/zcn7ib,80,6059,236.52,2020-04-20,n,male
OMW (Mark),https://files.catbox.moe/6bw7oo.webm,GOT7,https://catbox.moe/c/zcn7ib,80,15646,92.32,2018-09-14,n,male
"Paradise (Mark, Jinyoung & Yugyeom)",https://files.catbox.moe/usjqux.webm,GOT7,https://catbox.moe/c/zcn7ib,80,17679,197.34,2017-04-01,n,male
Party (Bambam),https://files.catbox.moe/9tn1ly.webm,GOT7,https://catbox.moe/c/zcn7ib,80,15650,100.84,2018-09-09,n,male
Party (JB),https://files.catbox.moe/mpdf6d.webm,GOT7,https://catbox.moe/c/zcn7ib,80,3042,89.48,2018-10-08,n,male
Skyway,https://files.catbox.moe/qlopxh.webm,GOT7,https://catbox.moe/c/zcn7ib,80,17684,232.12,2016-10-17,n,male
Stop Stop it,https://files.catbox.moe/ibbwp5.webm,GOT7,https://catbox.moe/c/zcn7ib,80,637,328.76,2014-11-16,n,male
Sunrise (JB),https://files.catbox.moe/0g74sf.webm,GOT7,https://catbox.moe/c/zcn7ib,80,15645,100.38,2018-09-13,n,male
Teenager,https://files.catbox.moe/ynk7wo.webm,GOT7,https://catbox.moe/c/zcn7ib,80,2347,212.98,2017-12-06,n,male
You Are,https://files.catbox.moe/6tps6d.webm,GOT7,https://catbox.moe/c/zcn7ib,80,2314,210.7,2017-10-09,n,male
You Calling My Name,https://files.catbox.moe/15z7wb.webm,GOT7,https://catbox.moe/c/zcn7ib,80,5208,217.06,2019-11-04,n,male
A Girl Like Me,https://files.catbox.moe/v7lze9.webm,Gugudan,https://catbox.moe/c/zutxxd,81,1960,175.24,2017-02-27,n,female
Chococo,https://files.catbox.moe/ihm6ng.webm,Gugudan,https://catbox.moe/c/zutxxd,81,2340,221.8,2017-11-08,n,female
Not That Type,https://files.catbox.moe/fumh57.webm,Gugudan,https://catbox.moe/c/zutxxd,81,3213,193.14,2018-11-06,n,female
The Boots,https://files.catbox.moe/6u74lp.webm,Gugudan,https://catbox.moe/c/zutxxd,81,2416,225.78,2018-02-01,n,female
Wonderland,https://files.catbox.moe/0dz6bl.webm,Gugudan,https://catbox.moe/c/zutxxd,81,6293,265.5,2016-06-28,n,female
Choco Chip Cookies,https://files.catbox.moe/s5dfyy.webm,Goo Hara ☮,https://catbox.moe/c/hwx9co,82,867,251.54,2015-07-13,y,female
Secret Love,https://files.catbox.moe/tdmwwk.webm,Goo Hara ☮,https://catbox.moe/c/hwx9co,82,14052,201.32,2012-11-28,y,female
Wild,https://files.catbox.moe/px1qhu.webm,Goo Hara ☮,https://catbox.moe/c/hwx9co,82,2909,174.9,2018-08-24,y,female
Glow,https://files.catbox.moe/z2r16m.webm,Hellovenus,https://catbox.moe/c/p08wmz,83,16121,253.4,2016-05-10,n,female
I'm ill,https://files.catbox.moe/4f6kds.webm,Hellovenus,https://catbox.moe/c/p08wmz,83,1204,208.48,2015-07-26,n,female
Mysterious,https://files.catbox.moe/kht3yz.webm,Hellovenus,https://catbox.moe/c/p08wmz,83,1928,215.16,2017-01-10,n,female
Paradise,https://files.catbox.moe/mgvecz.webm,Hellovenus,https://catbox.moe/c/p08wmz,83,1685,243.52,2016-07-17,n,female
Sticky Sticky,https://files.catbox.moe/zne7wb.webm,Hellovenus,https://catbox.moe/c/p08wmz,83,1206,222.12,2014-11-05,n,female
Venus,https://files.catbox.moe/82x3cd.webm,Hellovenus,https://catbox.moe/c/p08wmz,83,1203,180.74,2012-05-08,n,female
What Are You Doing Today,https://files.catbox.moe/mbas1o.webm,Hellovenus,https://catbox.moe/c/p08wmz,83,16086,209.1,2012-12-14,n,female
Would you stay for tea#,https://files.catbox.moe/i65qoo.webm,Hellovenus,https://catbox.moe/c/p08wmz,83,1205,221.74,2013-05-01,n,female
1-4-3 I Love You,https://files.catbox.moe/q43a3n.webm,Henry,https://catbox.moe/c/8iecuj,84,1498,226.04,2013-08-21,y,male
Don't Forget,https://files.catbox.moe/ucndu1.webm,Henry,https://catbox.moe/c/8iecuj,84,6560,240.1,2019-10-20,y,male
Fall in Luv,https://files.catbox.moe/gs1i6y.webm,Henry,https://catbox.moe/c/8iecuj,84,6557,217.66,2019-07-18,y,male
Fantastic,https://files.catbox.moe/x9e1me.webm,Henry,https://catbox.moe/c/8iecuj,84,1497,280.14,2014-07-11,y,male
I luv u,https://files.catbox.moe/3djvfc.webm,Henry,https://catbox.moe/c/8iecuj,84,4795,228.0,2019-08-20,y,male
I'm Good,https://files.catbox.moe/grer3v.webm,Henry,https://catbox.moe/c/8iecuj,84,2650,231.2,2017-06-22,y,male
It's You,https://files.catbox.moe/57tcv2.webm,Henry,https://catbox.moe/c/8iecuj,84,6685,139.26,2017-12-13,y,male
Just be me,https://files.catbox.moe/wmnjqe.webm,Henry,https://catbox.moe/c/8iecuj,84,8145,234.14,2020-12-02,y,male
Radio,https://files.catbox.moe/qy0cev.webm,Henry,https://catbox.moe/c/8iecuj,84,7993,232.26,2020-11-18,y,male
Real Love,https://files.catbox.moe/7y4npm.webm,Henry,https://catbox.moe/c/8iecuj,84,2651,177.66,2017-04-28,y,male
That One,https://files.catbox.moe/g3q82m.webm,Henry,https://catbox.moe/c/8iecuj,84,6554,176.12,2017-08-30,y,male
TRAP,https://files.catbox.moe/p8auyn.webm,Henry,https://catbox.moe/c/8iecuj,84,663,258.24,2013-06-07,y,male
Untitled Love Song,https://files.catbox.moe/vpt4ri.webm,Henry,https://catbox.moe/c/8iecuj,84,6555,212.5,2019-05-09,y,male
I'm Different,https://files.catbox.moe/2zyptg.webm,HI SUHYUN,https://catbox.moe/c/uwhqc8,85,1580,216.8,2014-11-18,n,female
Calling You,https://files.catbox.moe/piis82.webm,Highlight,https://catbox.moe/c/is3bzy,86,8217,226.74,2017-05-29,n,male
Can Be Better,https://files.catbox.moe/l983d9.webm,Highlight,https://catbox.moe/c/is3bzy,86,2308,211.98,2017-10-16,n,male
It's Still Beautiful,https://files.catbox.moe/n9nqsk.webm,Highlight,https://catbox.moe/c/is3bzy,86,1998,229.1,2017-03-12,n,male
Loved,https://files.catbox.moe/w7hg5d.webm,Highlight,https://catbox.moe/c/is3bzy,86,3289,232.9,2018-11-20,n,male
Not The End,https://files.catbox.moe/hwugvx.webm,Highlight,https://catbox.moe/c/is3bzy,86,12689,222.12,2021-05-03,n,male
Plz Don't be Sad,https://files.catbox.moe/gzkulv.webm,Highlight,https://catbox.moe/c/is3bzy,86,1999,197.88,2017-03-19,n,male
Might Just Die,https://files.catbox.moe/r5atqf.webm,History,https://catbox.moe/c/jkqc2h,87,1295,210.2,2015-05-20,n,male
Queen,https://files.catbox.moe/yt3omc.webm,History,https://catbox.moe/c/jkqc2h,87,1562,213.64,2016-04-10,n,male
Tell Me Love,https://files.catbox.moe/u0lwku.webm,History,https://catbox.moe/c/jkqc2h,87,1300,230.8,2013-08-19,n,male
What am I to you,https://files.catbox.moe/tvqr8w.webm,History,https://catbox.moe/c/jkqc2h,87,1297,292.86,2013-11-25,n,male
9LIVES,https://files.catbox.moe/n5yen5.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,6990,210.74,2020-08-10,y,female
A-Ha,https://files.catbox.moe/w4pxuy.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,18101,191.22,2021-12-22,y,female
Always,https://files.catbox.moe/ldizpi.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,2275,238.2,2017-08-27,y,female
BAE,https://files.catbox.moe/a3b3gt.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,2890,226.84,2018-08-16,y,female
Dally,https://files.catbox.moe/4sz3mk.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,4552,203.24,2018-04-23,y,female
Good Bye,https://files.catbox.moe/m2aagl.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,1234,214.62,2014-02-07,y,female
Layin' Low,https://files.catbox.moe/zkx1k2.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,18459,189.96,2022-01-12,y,female
Let it Go,https://files.catbox.moe/ro2sau.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,630,225.64,2014-02-25,y,female
Lonely,https://files.catbox.moe/a1cuzt.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,628,202.72,2013-11-25,y,female
One way love,https://files.catbox.moe/vm8533.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,629,213.32,2013-11-26,y,female
Paradise,https://files.catbox.moe/mxm4gn.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,2572,205.22,2016-11-07,y,female
Say my name,https://files.catbox.moe/58kr4b.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,7108,207.02,2020-08-19,y,female
See sea,https://files.catbox.moe/k439tk.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,2730,218.56,2018-07-20,y,female
To do List,https://files.catbox.moe/khgvox.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,2423,200.42000000000002,2018-02-06,y,female
You Know Better,https://files.catbox.moe/tsfw8e.webm,Hyolyn,https://catbox.moe/c/iiol6i,88,4313,263.64,2019-05-22,y,female
Erase,https://files.catbox.moe/yduhwf.webm,Hyolyn + Jooyoung,https://catbox.moe/c/3juvov,90,1173,239.94,2014-11-19,n,coed
Dark Panda,https://files.catbox.moe/6e8e91.webm,Hyolyn + Zico + Paloalto,https://catbox.moe/c/rt6vtf,91,1175,217.94,2015-08-25,n,coed
A Little Girl,https://files.catbox.moe/yrda4u.webm,Hyukoh,https://catbox.moe/c/ujvcp0,92,1325,213.76,2015-11-20,n,male
Comes And Goes,https://files.catbox.moe/snz1xn.mkv,Hyukoh,https://catbox.moe/c/ujvcp0,92,8183,227.76,2015-05-27,n,male
Gang Gang Schiele,https://files.catbox.moe/bm9fc5.webm,Hyukoh,https://catbox.moe/c/ujvcp0,92,8192,351.54,2018-08-09,n,male
Gondry,https://files.catbox.moe/vcqnsr.webm,Hyukoh,https://catbox.moe/c/ujvcp0,92,8184,314.82,2015-06-01,n,male
Hooka,https://files.catbox.moe/aqd608.webm,Hyukoh,https://catbox.moe/c/ujvcp0,92,8186,227.57999999999998,2015-05-28,n,male
Leather Jacket,https://files.catbox.moe/fycnxv.webm,Hyukoh,https://catbox.moe/c/ujvcp0,92,8190,357.12,2017-04-23,n,male
LOVE YA!,https://files.catbox.moe/np04dl.webm,Hyukoh,https://catbox.moe/c/ujvcp0,92,8188,248.92,2018-05-31,n,male
Ohio,https://files.catbox.moe/2lqrfy.webm,Hyukoh,https://catbox.moe/c/ujvcp0,92,8196,262.18,2014-12-07,n,male
Panda Bear,https://files.catbox.moe/8gx66p.webm,Hyukoh,https://catbox.moe/c/ujvcp0,92,8189,217.36,2015-08-14,n,male
SkyWorld,https://files.catbox.moe/urdynk.webm,Hyukoh,https://catbox.moe/c/ujvcp0,92,8194,69.84,2018-05-29,n,male
Tomboy,https://files.catbox.moe/fi4zhq.webm,Hyukoh,https://catbox.moe/c/ujvcp0,92,8185,248.28,2017-04-24,n,male
WI ING WI ING,https://files.catbox.moe/2scv6f.webm,Hyukoh,https://catbox.moe/c/ujvcp0,92,3385,216.07999999999998,2015-08-13,n,male
Babe,https://files.catbox.moe/7dx63r.webm,Hyuna,https://catbox.moe/c/6f5ziz,93,2277,203.96,2017-08-29,y,female
Bubble Pop!,https://files.catbox.moe/15r8xa.webm,Hyuna,https://catbox.moe/c/6f5ziz,93,204,214.92000000000002,2011-07-04,y,female
Change,https://files.catbox.moe/54bdqd.webm,Hyuna,https://catbox.moe/c/6f5ziz,93,203,227.5,2010-01-04,y,female
Flower shower,https://files.catbox.moe/urqtui.webm,Hyuna,https://catbox.moe/c/6f5ziz,93,5212,197.44,2019-11-05,y,female
Good Girl,https://files.catbox.moe/7qoztj.webm,Hyuna,https://catbox.moe/c/6f5ziz,93,9465,183.58,2021-02-03,y,female
How's this#,https://files.catbox.moe/6ospjg.webm,Hyuna,https://catbox.moe/c/6f5ziz,93,1690,221.2,2016-07-31,y,female
I'm Not Cool,https://files.catbox.moe/nsycjv.webm,Hyuna,https://catbox.moe/c/6f5ziz,93,9353,177.36,2021-01-28,y,female
Ice Cream,https://files.catbox.moe/8ktytw.webm,Hyuna,https://catbox.moe/c/6f5ziz,93,205,240.36,2012-10-21,y,female
Lip & Hip,https://files.catbox.moe/o5r7ki.webm,Hyuna,https://catbox.moe/c/6f5ziz,93,2353,220.66,2017-12-04,y,female
Morning Glory,https://files.catbox.moe/tk04wm.webm,Hyuna,https://catbox.moe/c/6f5ziz,93,8772,211.1,2016-08-22,y,female
RED,https://files.catbox.moe/flqjq6.webm,Hyuna,https://catbox.moe/c/6f5ziz,93,199,212.4,2014-07-27,y,female
Roll Deep,https://files.catbox.moe/g5x0i7.webm,Hyuna,https://catbox.moe/c/6f5ziz,93,979,208.52,2015-08-20,y,female
Run & Run,https://files.catbox.moe/cch20s.webm,Hyuna,https://catbox.moe/c/6f5ziz,93,1659,91.02,2015-09-13,y,female
Crush,https://files.catbox.moe/t9bssf.webm,I.O.I,https://catbox.moe/c/cddu8h,94,7071,220.02,2016-04-11,n,female
Downpour,https://files.catbox.moe/2e2brb.webm,I.O.I,https://catbox.moe/c/cddu8h,94,5496,242.46,2018-06-26,n,female
Dream Girls,https://files.catbox.moe/cerqtx.webm,I.O.I,https://catbox.moe/c/cddu8h,94,2975,285.52,2018-06-26,n,female
