SongName,CatBoxLink,GroupName,AlbumName,ArtistId,SongId,Duration,releasedate,issolo,Gender 
My Little Princess,https://files.catbox.moe/d13j4x.webm,TVXQ!,https://catbox.moe/c/ve9p12,207,7430,232.57999999999998,2009-11-20,n,male
O-Jung.Ban.Hap,https://files.catbox.moe/0c8qog.webm,TVXQ!,https://catbox.moe/c/ve9p12,207,2944,314.5,2009-11-24,n,male
One,https://files.catbox.moe/tam3aq.webm,TVXQ!,https://catbox.moe/c/ve9p12,207,2942,251.9,2009-11-23,n,male
Purple Line,https://files.catbox.moe/vrv9ru.webm,TVXQ!,https://catbox.moe/c/ve9p12,207,7415,209.5,2009-11-25,n,male
Rising Sun,https://files.catbox.moe/yp8xdk.webm,TVXQ!,https://catbox.moe/c/ve9p12,207,1361,319.84,2009-11-23,n,male
Something,https://files.catbox.moe/zwp1nm.webm,TVXQ!,https://catbox.moe/c/ve9p12,207,1359,323.3,2014-01-01,n,male
Spellbound,https://files.catbox.moe/o96n20.webm,TVXQ!,https://catbox.moe/c/ve9p12,207,1360,315.84,2014-02-26,n,male
The Chance of Love,https://files.catbox.moe/ickz7h.webm,TVXQ!,https://catbox.moe/c/ve9p12,207,2470,213.9,2018-03-28,n,male
The Way U Are,https://files.catbox.moe/zxndfl.webm,TVXQ!,https://catbox.moe/c/ve9p12,207,2961,225.16,2009-11-22,n,male
Tonight,https://files.catbox.moe/sodwxs.webm,TVXQ!,https://catbox.moe/c/ve9p12,207,7421,309.44,2009-11-23,n,male
Truth,https://files.catbox.moe/iny021.webm,TVXQ!,https://catbox.moe/c/ve9p12,207,3745,197.64,2018-12-26,n,male
Wrong Number,https://files.catbox.moe/ai9hfb.webm,TVXQ!,https://catbox.moe/c/ve9p12,207,2937,216.14,2009-11-24,n,male
Alcohol-Free,https://files.catbox.moe/shuua1.webm,Twice,https://catbox.moe/c/fv7p9b,208,14265,213.9,2021-06-09,n,female
Be as One,https://files.catbox.moe/k8fpr0.webm,Twice,https://catbox.moe/c/fv7p9b,208,5066,280.1,2019-10-20,n,female
Cheer Up,https://files.catbox.moe/vtny5s.webm,Twice,https://catbox.moe/c/fv7p9b,208,1579,240.76,2016-04-24,n,female
Dance the Night Away,https://files.catbox.moe/dvan33.webm,Twice,https://catbox.moe/c/fv7p9b,208,2700,249.02,2018-07-09,n,female
Fancy,https://files.catbox.moe/u2k6b8.webm,Twice,https://catbox.moe/c/fv7p9b,208,4173,218.66,2019-04-22,n,female
Feel Special,https://files.catbox.moe/3cba6v.webm,Twice,https://catbox.moe/c/fv7p9b,208,4978,220.46,2019-09-23,n,female
Heart Shaker,https://files.catbox.moe/4uojt2.webm,Twice,https://catbox.moe/c/fv7p9b,208,2371,192.3,2017-12-11,n,female
I Can't Stop Me,https://files.catbox.moe/00p2ea.webm,Twice,https://catbox.moe/c/fv7p9b,208,7726,220.84,2020-10-26,n,female
I love you more than anyone,https://files.catbox.moe/4d6lbu.webm,Twice,https://catbox.moe/c/fv7p9b,208,15279,228.07999999999998,2021-07-15,n,female
I Want you back,https://files.catbox.moe/m8u8wx.mkv,Twice,https://catbox.moe/c/fv7p9b,208,2581,233.42000000000002,2018-06-14,n,female
Knock Knock,https://files.catbox.moe/rkk8sr.webm,Twice,https://catbox.moe/c/fv7p9b,208,1949,240.06,2017-02-19,n,female
Like Ooh-Ahh,https://files.catbox.moe/2q1af8.mkv,Twice,https://catbox.moe/c/fv7p9b,208,1109,271.54,2015-10-19,n,female
Likey,https://files.catbox.moe/i8minm.webm,Twice,https://catbox.moe/c/fv7p9b,208,2322,221.46,2017-10-30,n,female
Merry & Happy,https://files.catbox.moe/s8g36d.webm,Twice,https://catbox.moe/c/fv7p9b,208,2387,208.44,2017-12-21,n,female
More & More,https://files.catbox.moe/prqc35.webm,Twice,https://catbox.moe/c/fv7p9b,208,6281,240.26,2020-06-01,n,female
Say Something,https://files.catbox.moe/3pdgep.webm,Twice,https://catbox.moe/c/fv7p9b,208,10797,257.32,2020-10-20,n,female
SCIENTIST,https://files.catbox.moe/56q0j5.webm,Twice,https://catbox.moe/c/fv7p9b,208,17532,200.48,2021-11-12,n,female
Signal,https://files.catbox.moe/c8ulr8.mkv,Twice,https://catbox.moe/c/fv7p9b,208,2099,258.28,2017-05-15,n,female
Switch To Me,https://files.catbox.moe/zvptv0.webm,Twice,https://catbox.moe/c/fv7p9b,208,9739,203.06,2021-02-11,n,female
The Best Thing I Ever Did,https://files.catbox.moe/iauey4.webm,Twice,https://catbox.moe/c/fv7p9b,208,3591,213.32,2018-12-12,n,female
TT,https://files.catbox.moe/3n8rrb.webm,Twice,https://catbox.moe/c/fv7p9b,208,1885,253.6,2016-10-23,n,female
What is Love#,https://files.catbox.moe/1e31z3.mkv,Twice,https://catbox.moe/c/fv7p9b,208,2480,223.24,2018-04-09,n,female
Yes or Yes,https://files.catbox.moe/tu3mg3.webm,Twice,https://catbox.moe/c/fv7p9b,208,3137,268.68,2018-11-05,n,female
Ring ma bell,https://files.catbox.moe/n9ncdt.webm,Two X,https://catbox.moe/c/697x6m,209,1834,211.78,2013-02-11,n,female
0330,https://files.catbox.moe/dzgiqp.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,926,233.26,2011-03-29,n,male
Believe,https://files.catbox.moe/2uxff1.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,16048,192.12,2012-06-09,n,male
Bingeul Bingeul,https://files.catbox.moe/g77wmi.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,16045,203.36,2010-02-05,n,male
Doradora,https://files.catbox.moe/f1sdeg.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,16047,220.28,2012-04-26,n,male
Man Man Ha Ni,https://files.catbox.moe/3dzn4t.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,16044,211.86,2009-11-06,n,male
Neverland,https://files.catbox.moe/s9qvhr.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,924,215.74,2011-08-31,n,male
Not Young,https://files.catbox.moe/fqr8u8.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,3576,264.28,2010-03-07,n,male
Playground,https://files.catbox.moe/0wczwb.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,12938,222.2,2015-01-23,n,male
Quit Playing,https://files.catbox.moe/41tav6.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,12225,258.62,2014-06-02,n,male
She's Mine,https://files.catbox.moe/xvtt7a.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,16050,196.18,2013-10-31,n,male
Shut Up,https://files.catbox.moe/yxnrxs.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,16046,196.12,2010-10-29,n,male
Stalker,https://files.catbox.moe/w8uto1.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,16051,201.94,2016-06-06,n,male
Standing Still,https://files.catbox.moe/xcc703.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,12232,210.44,2013-03-08,n,male
Stop Girl,https://files.catbox.moe/5c0n90.webm,U-Kiss,https://catbox.moe/c/s9zbsa,210,16049,206.52,2012-09-26,n,male
Champagne,https://files.catbox.moe/1rrgub.webm,U-Know Yunho,https://catbox.moe/c/454zpk,211,1357,282.6,2015-07-20,y,male
Drop,https://files.catbox.moe/rwr847.webm,U-Know Yunho,https://catbox.moe/c/454zpk,211,3578,332.78,2017-09-25,y,male
Eeny Meeny,https://files.catbox.moe/ez7toc.webm,U-Know Yunho,https://catbox.moe/c/454zpk,211,9121,185.42,2021-01-25,y,male
Follow,https://files.catbox.moe/054vbt.webm,U-Know Yunho,https://catbox.moe/c/454zpk,211,4394,226.04,2019-06-12,y,male
La Rosa,https://files.catbox.moe/7taip2.webm,U-Know Yunho,https://catbox.moe/c/454zpk,211,10462,136.42000000000002,2021-01-11,y,male
Loco (House Party),https://files.catbox.moe/x98ix8.webm,U-Know Yunho,https://catbox.moe/c/454zpk,211,10461,169.06,2021-01-09,y,male
Need You Right Now,https://files.catbox.moe/2kr8iz.webm,U-Know Yunho,https://catbox.moe/c/454zpk,211,10463,132.8,2021-01-08,y,male
Best Friend,https://files.catbox.moe/g0y64h.webm,Uniq,https://catbox.moe/c/6v1ilu,212,1717,185.6,2015-10-15,n,male
Born to fight,https://files.catbox.moe/ci5htq.webm,Uniq,https://catbox.moe/c/6v1ilu,212,1613,183.24,2014-10-23,n,male
EOEO,https://files.catbox.moe/mh8sy2.webm,Uniq,https://catbox.moe/c/6v1ilu,212,1612,192.14,2015-04-23,n,male
Falling in love,https://files.catbox.moe/n0k08l.webm,Uniq,https://catbox.moe/c/6v1ilu,212,1614,220.46,2014-10-19,n,male
Luv Again,https://files.catbox.moe/dgwqdl.webm,Uniq,https://catbox.moe/c/6v1ilu,212,1716,221.57999999999998,2015-05-21,n,male
Attention,https://files.catbox.moe/410ujx.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,1568,200.72,2016-04-17,n,male
Blue Rose,https://files.catbox.moe/ea8cps.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,4775,196.22,2018-12-06,n,male
Candyland,https://files.catbox.moe/xnh7lf.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,4776,199.02,2018-03-15,n,male
Catch Me!,https://files.catbox.moe/qq22yq.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,1569,232.88,2015-11-26,n,male
Crazy About You,https://files.catbox.moe/qz1eq7.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,18341,253.72,2022-01-03,n,male
Destiny,https://files.catbox.moe/3cz02n.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,8101,186.68,2020-11-27,n,male
Going Crazy,https://files.catbox.moe/ejcljf.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,4777,216.2,2017-10-12,n,male
ID,https://files.catbox.moe/gvsv7u.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,1959,195.8,2017-02-27,n,male
Light,https://files.catbox.moe/lsansx.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,7345,208.32,2020-09-24,n,male
Runner,https://files.catbox.moe/mmtfr9.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,4778,206.3,2017-06-29,n,male
"So, Dangerous",https://files.catbox.moe/w14kjf.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,1477,261.04,2015-09-10,n,male
Spin Off,https://files.catbox.moe/uu37sp.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,14402,209.74,2021-06-14,n,male
Tonight,https://files.catbox.moe/cpqoxl.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,1692,216.28,2016-08-04,n,male
White Night,https://files.catbox.moe/ypb7d0.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,4779,225.92000000000002,2016-11-20,n,male
Your Gravity,https://files.catbox.moe/cleus0.webm,UP10TION,https://catbox.moe/c/qmoq1x,213,4800,193.1,2019-08-22,n,male
2 1 2,https://files.catbox.moe/p9w6k7.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,13792,292.64,2015-05-28,n,coed
Alone,https://files.catbox.moe/wdh25p.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,2100,197.44,2017-05-19,n,coed
As I Wished,https://files.catbox.moe/tmgkkh.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,3404,264.88,2018-11-28,n,coed
Consolation,https://files.catbox.moe/0u9r99.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,13795,259.86,2014-11-04,n,coed
Get,https://files.catbox.moe/35x40j.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,1841,263.0,2015-05-21,n,coed
I Don't Love You,https://files.catbox.moe/jduxmi.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,1838,255.22,2016-05-26,n,coed
I hate you,https://files.catbox.moe/lmnju9.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,13801,235.34,2012-09-05,n,coed
My Love,https://files.catbox.moe/t5ygd2.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,13793,233.16,2011-05-16,n,coed
One Spring Day,https://files.catbox.moe/zp5wi0.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,13800,240.58,2011-11-07,n,coed
Seoul Night,https://files.catbox.moe/gmt1qz.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,4398,216.12,2019-06-13,n,coed
Thursday Night,https://files.catbox.moe/faicr1.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,1837,211.02,2016-08-24,n,coed
When we were two,https://files.catbox.moe/yv1joj.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,13791,215.04,2017-11-08,n,coed
When Winter Comes,https://files.catbox.moe/zaz4oc.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,13796,270.58,2013-11-26,n,coed
Wish,https://files.catbox.moe/wi97vm.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,1929,236.36,2017-01-07,n,coed
You're the Reason,https://files.catbox.moe/ws9v84.webm,Urban Zakapa,https://catbox.moe/c/h5lxk7,214,3334,256.28,2018-11-27,n,coed
Chained up,https://files.catbox.moe/ydy41e.webm,VIXX,https://catbox.moe/c/wqtvhi,215,1363,212.24,2015-11-09,n,male
Dynamite,https://files.catbox.moe/pidlvv.webm,VIXX,https://catbox.moe/c/wqtvhi,215,1572,210.22,2016-04-19,n,male
Error,https://files.catbox.moe/k0sz60.webm,VIXX,https://catbox.moe/c/wqtvhi,215,7491,327.18,2014-10-13,n,male
Eternity,https://files.catbox.moe/47z3yd.webm,VIXX,https://catbox.moe/c/wqtvhi,215,1365,189.5,2014-05-26,n,male
Fantasy,https://files.catbox.moe/5f7je4.webm,VIXX,https://catbox.moe/c/wqtvhi,215,1723,208.64,2016-08-14,n,male
G.R.8.U,https://files.catbox.moe/3aux9g.webm,VIXX,https://catbox.moe/c/wqtvhi,215,7496,219.16,2013-07-31,n,male
Hyde,https://files.catbox.moe/l8el2j.webm,VIXX,https://catbox.moe/c/wqtvhi,215,7493,200.56,2013-05-20,n,male
Love Equation,https://files.catbox.moe/thq9qc.webm,VIXX,https://catbox.moe/c/wqtvhi,215,7500,233.72,2015-02-23,n,male
Milky Way,https://files.catbox.moe/ykb59c.webm,VIXX,https://catbox.moe/c/wqtvhi,215,1907,207.96,2016-11-20,n,male
On and On,https://files.catbox.moe/38gqph.webm,VIXX,https://catbox.moe/c/wqtvhi,215,7497,195.38,2013-04-29,n,male
ONLY U,https://files.catbox.moe/s4yjwx.webm,VIXX,https://catbox.moe/c/wqtvhi,215,7510,228.04,2013-11-08,n,male
Rock Ur Body,https://files.catbox.moe/mvpkv7.webm,VIXX,https://catbox.moe/c/wqtvhi,215,7501,262.5,2012-08-14,n,male
Scentist,https://files.catbox.moe/t6regt.webm,VIXX,https://catbox.moe/c/wqtvhi,215,2490,191.96,2018-04-17,n,male
Shangri-La,https://files.catbox.moe/p3bkdc.webm,VIXX,https://catbox.moe/c/wqtvhi,215,7492,202.32,2017-05-15,n,male
Super Hero,https://files.catbox.moe/kj5u2v.webm,VIXX,https://catbox.moe/c/wqtvhi,215,1367,218.62,2012-05-23,n,male
Thank you for my love,https://files.catbox.moe/oww96s.webm,VIXX,https://catbox.moe/c/wqtvhi,215,7507,273.8,2014-01-03,n,male
The Closer,https://files.catbox.moe/dtqv4q.webm,VIXX,https://catbox.moe/c/wqtvhi,215,7495,230.22,2016-10-30,n,male
Voodoo doll,https://files.catbox.moe/mqr2hq.webm,VIXX,https://catbox.moe/c/wqtvhi,215,1364,267.9,2013-11-19,n,male
Walking,https://files.catbox.moe/a0bg3x.webm,VIXX,https://catbox.moe/c/wqtvhi,215,7509,224.42000000000002,2019-02-02,n,male
Spring Love,https://files.catbox.moe/44tua6.webm,Wendy + Eric Nam,https://catbox.moe/c/i9131p,216,1653,201.06,2016-03-03,n,coed
Ah yeah,https://files.catbox.moe/w53w2v.webm,Winner,https://catbox.moe/c/3i09rg,217,4272,191.5,2019-05-15,n,male
Baby Baby,https://files.catbox.moe/ldilh2.webm,Winner,https://catbox.moe/c/3i09rg,217,1502,305.08,2016-01-31,n,male
Color Ring,https://files.catbox.moe/hh1gc3.webm,Winner,https://catbox.moe/c/3i09rg,217,869,264.36,2014-08-11,n,male
Empty,https://files.catbox.moe/1mv6ys.webm,Winner,https://catbox.moe/c/3i09rg,217,868,247.64,2014-08-11,n,male
Everyday,https://files.catbox.moe/yo1ls2.webm,Winner,https://catbox.moe/c/3i09rg,217,2474,214.24,2018-04-04,n,male
Fool,https://files.catbox.moe/n2urat.webm,Winner,https://catbox.moe/c/3i09rg,217,2002,234.3,2017-04-04,n,male
Hold,https://files.catbox.moe/eihf9s.webm,Winner,https://catbox.moe/c/3i09rg,217,10296,259.48,2020-03-26,n,male
Island,https://files.catbox.moe/haeckx.webm,Winner,https://catbox.moe/c/3i09rg,217,2234,216.34,2017-08-04,n,male
Love me Love me,https://files.catbox.moe/asuyw6.webm,Winner,https://catbox.moe/c/3i09rg,217,2233,222.12,2017-08-04,n,male
Millions,https://files.catbox.moe/y4jcvs.webm,Winner,https://catbox.moe/c/3i09rg,217,3631,216.9,2018-12-19,n,male
OMG,https://files.catbox.moe/9uan4a.webm,Winner,https://catbox.moe/c/3i09rg,217,10837,224.46,2019-11-23,n,male
Really Really,https://files.catbox.moe/a2681g.webm,Winner,https://catbox.moe/c/3i09rg,217,2003,220.04,2017-04-04,n,male
Remember,https://files.catbox.moe/ljizcz.webm,Winner,https://catbox.moe/c/3i09rg,217,6021,254.9,2020-04-09,n,male
Sentimental,https://files.catbox.moe/zath3s.webm,Winner,https://catbox.moe/c/3i09rg,217,1501,223.76,2016-01-31,n,male
Soso,https://files.catbox.moe/x3kq1j.webm,Winner,https://catbox.moe/c/3i09rg,217,5076,235.76,2019-10-23,n,male
As you wish,https://files.catbox.moe/wu9o9p.webm,WJSN,https://catbox.moe/c/1sw32q,218,5295,213.26,2019-11-19,n,female
Boogie Up,https://files.catbox.moe/s1auah.webm,WJSN,https://catbox.moe/c/1sw32q,218,4365,191.68,2019-06-04,n,female
Butterfly,https://files.catbox.moe/l2w1dz.webm,WJSN,https://catbox.moe/c/1sw32q,218,6317,219.74,2020-06-09,n,female
Catch Me,https://files.catbox.moe/g6q139.webm,WJSN,https://catbox.moe/c/1sw32q,218,1547,196.6,2016-03-09,n,female
Dreams Come True,https://files.catbox.moe/dfx7g4.webm,WJSN,https://catbox.moe/c/1sw32q,218,2454,262.04,2018-02-27,n,female
Happy,https://files.catbox.moe/ndjjzw.webm,WJSN,https://catbox.moe/c/1sw32q,218,2119,180.5,2017-06-07,n,female
I Wish,https://files.catbox.moe/c6w94b.webm,WJSN,https://catbox.moe/c/1sw32q,218,1932,227.38,2017-01-03,n,female
It's a good time,https://files.catbox.moe/ocn0op.webm,WJSN,https://catbox.moe/c/1sw32q,218,3633,136.42000000000002,2018-12-20,n,female
Kiss Me,https://files.catbox.moe/h0hfxo.webm,WJSN,https://catbox.moe/c/1sw32q,218,7793,203.24,2017-07-14,n,female
La La Love,https://files.catbox.moe/gnt0i3.webm,WJSN,https://catbox.moe/c/1sw32q,218,8666,217.07999999999998,2019-01-08,n,female
Mo Mo Mo,https://files.catbox.moe/gux41i.webm,WJSN,https://catbox.moe/c/1sw32q,218,7790,307.08,2016-02-25,n,female
"Save me, Save you",https://files.catbox.moe/xrpmlq.webm,WJSN,https://catbox.moe/c/1sw32q,218,2972,239.68,2018-09-19,n,female
Secret,https://files.catbox.moe/12cnxj.webm,WJSN,https://catbox.moe/c/1sw32q,218,1704,223.07999999999998,2016-08-16,n,female
Unnatural,https://files.catbox.moe/7f1lp8.webm,WJSN,https://catbox.moe/c/1sw32q,218,11157,187.56,2021-03-31,n,female
2 Different Tears,https://files.catbox.moe/3dubac.webm,Wonder Girls,https://catbox.moe/c/m4id8k,219,10279,281.9,2010-05-15,n,female
Be My Baby,https://files.catbox.moe/wv26eu.webm,Wonder Girls,https://catbox.moe/c/m4id8k,219,423,212.16,2011-11-06,n,female
I Feel You,https://files.catbox.moe/gkywyc.webm,Wonder Girls,https://catbox.moe/c/m4id8k,219,946,213.22,2015-08-02,n,female
Irony,https://files.catbox.moe/wwu3b1.webm,Wonder Girls,https://catbox.moe/c/m4id8k,219,3367,295.86,2008-12-11,n,female
Like Money,https://files.catbox.moe/obon7g.webm,Wonder Girls,https://catbox.moe/c/m4id8k,219,420,278.18,2012-07-09,n,female
Like This,https://files.catbox.moe/g32tr2.webm,Wonder Girls,https://catbox.moe/c/m4id8k,219,421,211.04,2012-06-02,n,female
Nobody,https://files.catbox.moe/54ja18.webm,Wonder Girls,https://catbox.moe/c/m4id8k,219,425,372.48,2008-12-14,n,female
So Hot,https://files.catbox.moe/5umjaq.webm,Wonder Girls,https://catbox.moe/c/m4id8k,219,934,184.34,2008-12-11,n,female
Stupid,https://files.catbox.moe/d58vr7.webm,Wonder Girls,https://catbox.moe/c/m4id8k,219,3361,238.14,2008-01-28,n,female
Take it!,https://files.catbox.moe/cpikhi.webm,Wonder Girls,https://catbox.moe/c/m4id8k,219,3362,223.26,2008-01-28,n,female
Tell me,https://files.catbox.moe/x34f8t.webm,Wonder Girls,https://catbox.moe/c/m4id8k,219,936,247.08,2008-01-28,n,female
This time,https://files.catbox.moe/ck8moa.webm,Wonder Girls,https://catbox.moe/c/m4id8k,219,10282,305.28,2008-12-12,n,female
Why so Lonely,https://files.catbox.moe/snhfrg.webm,Wonder Girls,https://catbox.moe/c/m4id8k,219,1682,217.2,2016-07-04,n,female
Beautiful Night,https://files.catbox.moe/gw62xc.webm,Yesung,https://catbox.moe/c/jog6ng,220,12686,229.18,2021-05-03,y,male
Corazón Perdido,https://files.catbox.moe/ct6d7f.webm,Yesung,https://catbox.moe/c/jog6ng,220,13351,262.44,2021-05-20,y,male
Gray paper,https://files.catbox.moe/1mqagj.webm,Yesung,https://catbox.moe/c/jog6ng,220,10412,278.3,2013-02-13,y,male
Here I am,https://files.catbox.moe/a8537d.webm,Yesung,https://catbox.moe/c/jog6ng,220,1648,318.92,2016-04-18,y,male
Hibernation,https://files.catbox.moe/1lgul0.webm,Yesung,https://catbox.moe/c/jog6ng,220,10414,203.52,2017-04-11,y,male
If You,https://files.catbox.moe/n1b0zh.webm,Yesung,https://catbox.moe/c/jog6ng,220,3977,226.42000000000002,2019-02-12,y,male
Paper Umbrella,https://files.catbox.moe/vrwnxu.webm,Yesung,https://catbox.moe/c/jog6ng,220,2025,264.96,2017-04-18,y,male
Phantom Pain,https://files.catbox.moe/csaq5p.webm,Yesung,https://catbox.moe/c/jog6ng,220,12314,233.5,2021-04-23,y,male
Pink Magic,https://files.catbox.moe/6newrw.webm,Yesung,https://catbox.moe/c/jog6ng,220,4441,199.4,2019-06-18,y,male
Anck Su Namum,https://files.catbox.moe/ovqr92.webm,Yezi,https://catbox.moe/c/nupd2f,221,2108,199.68,2017-05-24,y,female
Cider,https://files.catbox.moe/0zs0xt.webm,Yezi,https://catbox.moe/c/nupd2f,221,1400,188.42,2016-01-27,y,female
Home,https://files.catbox.moe/5qmcf2.webm,Yezi,https://catbox.moe/c/nupd2f,221,5862,222.98,2020-03-05,y,female
Mimew,https://files.catbox.moe/ir3yjg.webm,Yezi,https://catbox.moe/c/nupd2f,221,7615,189.88,2020-10-22,y,female
Sse Sse Sse,https://files.catbox.moe/nhkk0t.webm,Yezi,https://catbox.moe/c/nupd2f,221,16319,191.8,2016-02-05,y,female
Deoksugung Stonewall Walkway,https://files.catbox.moe/9o4uup.webm,Yoona + 10cm,https://catbox.moe/c/id40fq,222,1652,202.52,2016-03-10,n,coed
Secret,https://files.catbox.moe/d6liz2.webm,Yuri + Seohyun,https://catbox.moe/c/f2yjr1,223,1703,237.56,2016-08-18,n,female
Anti,https://files.catbox.moe/uqailu.webm,Zico,https://catbox.moe/c/jko6p7,225,2653,279.26,2017-07-12,y,male
Any song,https://files.catbox.moe/d9ido4.webm,Zico,https://catbox.moe/c/jko6p7,225,5574,247.3,2020-01-13,y,male
Artist,https://files.catbox.moe/q66ppy.webm,Zico,https://catbox.moe/c/jko6p7,225,2164,202.36,2017-07-12,y,male
Balloon,https://files.catbox.moe/8ytx87.webm,Zico,https://catbox.moe/c/jko6p7,225,6640,227.26,2019-10-31,y,male
Being left,https://files.catbox.moe/ydp33m.webm,Zico,https://catbox.moe/c/jko6p7,225,6639,289.4,2019-11-08,y,male
Bermuda Triangle,https://files.catbox.moe/vougwn.webm,Zico,https://catbox.moe/c/jko6p7,225,4844,216.54,2016-11-27,y,male
Boys And Girls,https://files.catbox.moe/3wwaee.webm,Zico,https://catbox.moe/c/jko6p7,225,1385,207.02,2015-11-02,y,male
Cartoon,https://files.catbox.moe/fnum63.webm,Zico,https://catbox.moe/c/jko6p7,225,6766,229.68,2020-07-06,y,male
Daredevil,https://files.catbox.moe/346d6s.webm,Zico,https://catbox.moe/c/jko6p7,225,5022,258.4,2019-09-30,y,male
Extreme,https://files.catbox.moe/47ufe8.webm,Zico,https://catbox.moe/c/jko6p7,225,5024,150.07999999999998,2019-10-02,y,male
Human,https://files.catbox.moe/9tjo2i.webm,Zico,https://catbox.moe/c/jko6p7,225,5017,258.0,2019-09-30,y,male
"I Am You, You Are Me",https://files.catbox.moe/hg9kp0.webm,Zico,https://catbox.moe/c/jko6p7,225,1642,216.24,2016-01-24,y,male
It Was Love,https://files.catbox.moe/7j7rm4.webm,Zico,https://catbox.moe/c/jko6p7,225,6635,297.28,2016-01-25,y,male
Pride and Prejudice,https://files.catbox.moe/mkn53f.webm,Zico,https://catbox.moe/c/jko6p7,225,6636,251.68,2015-12-07,y,male
She's a Baby,https://files.catbox.moe/vw6jxi.webm,Zico,https://catbox.moe/c/jko6p7,225,2652,190.22,2017-04-13,y,male
SoulMate,https://files.catbox.moe/7my00g.webm,Zico,https://catbox.moe/c/jko6p7,225,2750,221.66,2018-07-30,y,male
Summer Hate,https://files.catbox.moe/wxlru9.webm,Zico,https://catbox.moe/c/jko6p7,225,6438,191.26,2020-07-01,y,male
Tell Me Yes Or No,https://files.catbox.moe/rmjpq3.webm,Zico,https://catbox.moe/c/jko6p7,225,6637,92.1,2015-10-19,y,male
A Gift!,https://files.catbox.moe/52so00.webm,Zion.T,https://catbox.moe/c/pzkim5,226,18111,238.88,2021-12-23,y,male
Babay,https://files.catbox.moe/obme9r.webm,Zion.T,https://catbox.moe/c/pzkim5,226,1077,260.88,2013-04-08,y,male
Eat,https://files.catbox.moe/1mnx9d.webm,Zion.T,https://catbox.moe/c/pzkim5,226,1074,173.07999999999998,2015-05-18,y,male
Hello Tutorial,https://files.catbox.moe/ayx9a7.webm,Zion.T,https://catbox.moe/c/pzkim5,226,3016,201.72,2018-10-15,y,male
I Just Want To Stay With You,https://files.catbox.moe/sz325h.webm,Zion.T,https://catbox.moe/c/pzkim5,226,6526,207.98,2020-04-18,y,male
Just,https://files.catbox.moe/fawylt.webm,Zion.T,https://catbox.moe/c/pzkim5,226,1076,198.6,2015-02-01,y,male
May,https://files.catbox.moe/qfexcw.webm,Zion.T,https://catbox.moe/c/pzkim5,226,5220,404.8,2019-11-06,y,male
No Make Up,https://files.catbox.moe/z7r7jz.webm,Zion.T,https://catbox.moe/c/pzkim5,226,1073,192.3,2015-10-11,y,male
Snow,https://files.catbox.moe/1j3xol.webm,Zion.T,https://catbox.moe/c/pzkim5,226,2373,434.0,2017-12-04,y,male
The Song,https://files.catbox.moe/r8soup.webm,Zion.T,https://catbox.moe/c/pzkim5,226,1939,219.96,2017-01-31,y,male
Those Days (without you),https://files.catbox.moe/klpepi.webm,Zion.T,https://catbox.moe/c/pzkim5,226,6531,185.0,2018-01-11,y,male
