Be In Love (acoustic),https://files.catbox.moe/em7ud0.mp4,ITZY,https://catbox.moe/c/z34hto,460,7107
Be In Love,https://files.catbox.moe/o3tyyl.mp4,ITZY,https://catbox.moe/c/z34hto,460,7397
Dalla dalla,https://files.catbox.moe/q72cre.mp4,ITZY,https://catbox.moe/c/z34hto,460,3976
Icy,https://files.catbox.moe/jeje9r.mp4,ITZY,https://catbox.moe/c/z34hto,460,4680
Nobody like you,https://files.catbox.moe/mfa5r4.mp4,ITZY,https://catbox.moe/c/z34hto,460,5918
Not Shy,https://files.catbox.moe/2dhv6c.mp4,ITZY,https://catbox.moe/c/z34hto,460,7098
Wannabe,https://files.catbox.moe/80wj1u.mp4,ITZY,https://catbox.moe/c/z34hto,460,5887
