id,id_parent,nome,vtype,vlink,id_artist,publishedon,views,likes,dislikes,lastupdate,recentviews,recentlikes,promoted,dead,promotedviews
1,0,"When would it be",main,o6HFiVaK15I,101,2014-10-30,8514733,55233,670,"2020-06-21 11:52:02",1335,29,n,n,0
2,0,"Not Spring,love or Cherry Blossoms",main,ouR4nn1G9r4,100,2014-04-07,106965179,645780,12816,"2020-06-21 02:05:02",38934,523,n,n,0
3,0,"Good day",main,jeqdYqsrsA0,98,2011-02-07,43401886,342755,10207,"2020-06-21 03:07:01",26339,319,n,n,0
4,3,"Good day",alternate,va193VEo5hk,98,2011-06-08,1962191,20073,296,"2020-06-21 08:01:02",264,6,n,n,0
6,0,"You & I",main,f_iQRO5BdCM,98,2011-11-28,31443609,251782,7144,"2020-06-21 01:40:01",44206,286,n,n,0
7,6,"You & I",duplicate,NJR8Inf77Ac,98,2011-12-05,27269915,149710,4447,"2020-06-21 05:48:02",12369,93,n,n,0
8,0,SOGYEOKDONG,main,GHu39FEFIks,98,2014-10-05,8653108,54282,1624,"2020-06-21 08:02:02",1450,30,n,n,0
9,0,"The red shoes",main,Q0xvVgKJxfs,98,2013-10-07,16266854,119927,7183,"2020-06-21 07:49:01",7305,83,n,n,0
10,9,"The red shoes",alternate,js3PTlQFakk,98,2013-10-20,2564862,23433,771,"2020-06-21 08:00:01",880,14,n,n,0
12,0,"Naui Yetnal Iyagi",main,npttud7NkL0,98,2014-05-15,20721557,132624,2657,"2020-06-21 07:47:02",5435,79,n,n,0
14,0,"Friday (ft Jang Yi-jeong)",main,EiVmQZwJhsA,98,2013-12-19,38427205,202812,3923,"2020-06-21 03:24:01",13326,122,n,n,0
16,17,Darling,duplicate,JP9NuaxhgcM,77,2014-07-13,5189912,50987,2080,"2020-06-21 07:45:02",253,3,n,n,0
17,0,Darling,main,QB4dQcxgJPY,77,2014-07-13,47368131,210361,12050,"2020-06-21 02:54:02",11762,82,n,n,0
22,0,Something,main,akPDKYwIoVk,77,2014-01-02,29975753,205495,9243,"2020-06-21 04:02:02",4540,60,n,n,0
23,22,Something,duplicate,JO7qQ7peKeM,77,2014-01-02,17831474,154574,6302,"2020-06-21 07:45:02",1265,9,n,n,0
24,22,Something,alternate,zVO5xTAbxm8,77,2014-01-16,27746239,314778,5677,"2020-06-21 21:02:02",44174,389,n,n,0
25,22,Something,duplicate,Gdma5UiMaEQ,77,2014-01-16,24046750,169214,4129,"2020-06-21 08:11:02",1663,1,n,n,0
29,0,"Female President",main,xF3MC8PWgJE,77,2013-06-23,28180886,143418,10960,"2020-06-21 05:58:02",7874,80,n,n,0
30,29,"Female President",alternate,U8ybc5lM4DM,77,2013-06-28,8916620,58145,2909,"2020-06-21 08:01:02",267,5,n,n,0
31,29,"Female President",duplicate,v0f9ifrDSp8,77,2013-06-23,8636987,54981,5640,"2020-06-21 07:50:02",1494,22,n,n,0
34,35,Expectation,duplicate,iUtGJtyoIfg,77,2013-03-13,12586714,88376,2675,"2020-06-21 07:51:02",568,2,n,n,0
35,0,Expectation,main,t8YXut6_56c,77,2013-03-13,43505199,207166,6659,"2020-06-21 03:06:01",18296,114,n,n,0
36,35,Expectation,alternate,fqR2HGkjFCA,77,2013-03-17,30097919,189671,4924,"2020-06-21 04:00:29",4554,68,n,n,0
40,41,"Don't Forget Me",duplicate,w2S7ljcA7NM,77,2012-10-25,3900681,35302,720,"2020-06-21 05:19:02",878,10,n,n,0
41,0,"Don't Forget Me",main,_H7ZG7yk5Wo,77,2012-10-25,14162324,78211,1962,"2020-06-21 07:54:02",1622,17,n,n,0
43,0,"Twinkle Twinkle",main,DWpl2CaCnVA,77,2011-03-15,17959467,104603,4656,"2020-06-21 07:55:02",2146,24,n,n,0
44,43,"Twinkle Twinkle",duplicate,EEEIN-mtN6c,77,2011-03-17,3670186,18917,865,"2020-06-21 05:28:01",319,3,n,n,0
46,0,"Give It To Me",main,p6XLNsJ9YrA,174,2013-06-10,60563062,273271,10543,"2020-06-21 02:35:02",17988,116,n,n,0
47,46,"Give It To Me",dance,jOBE9QSO9II,174,2013-06-19,12320284,62663,2232,"2020-06-21 05:45:01",1284,15,n,n,0
52,0,"Loving U",main,oL2AlXWVbKU,174,2012-06-27,41497518,176404,5739,"2020-06-21 03:12:02",9484,60,n,n,0
53,52,"Loving U",dance,RK_TkMWTdiw,174,2012-07-02,13197420,58650,1893,"2020-06-21 07:56:02",1250,10,n,n,0
58,0,Alone,main,E0ZHXVp_wUE,174,2012-04-11,111516124,408711,17949,"2020-06-21 01:54:02",41919,170,n,n,0
63,0,"So Cool",main,Pj3q0ZChgFE,174,2011-08-08,65427487,221868,15083,"2020-06-21 02:27:01",19064,95,n,n,0
64,63,"So Cool",dance,UNAVw-Sbp1U,174,2011-08-18,9864822,32339,1192,"2020-06-21 06:13:02",384,4,n,n,0
65,0,"Gone not around any longer",main,JtVhwsACgTw,175,2013-01-30,41664029,196091,6560,"2020-06-21 03:11:02",13148,67,n,n,0
66,65,"Gone not around any longer",dance,DY6vTTGNc64,175,2013-02-07,2359350,20394,429,"2020-06-21 05:52:01",134,5,n,n,0
75,1057,"Touch my Body",duplicate,Q33SoblaZbU,174,2014-07-20,19571262,157119,8630,"2020-06-21 08:04:02",1000,0,n,n,0
76,1057,"Touch my Body",dance,5IT2rFeF6XQ,174,2014-07-21,23928701,103680,4645,"2020-06-21 10:08:02",3175,29,n,n,0
85,86,"I Swear",duplicate,ktEEjk3Xy3s,174,2014-08-25,25220501,150291,4127,"2020-06-21 06:05:02",1569,17,n,n,0
86,0,"I Swear",main,8PrNPhVexE4,174,2014-08-25,29241401,179475,5347,"2020-06-21 04:11:02",10559,70,n,n,0
87,86,"I Swear",dance,QFiAaqY2RpE,174,2014-08-26,10447111,55523,1276,"2020-06-21 06:03:01",1505,14,n,n,0
93,0,"How Dare You",main,DQ1hvB_L30o,174,2010-12-02,11103626,40117,1739,"2020-06-21 08:05:01",1810,5,n,n,0
94,93,"How Dare You",alternate,_P4nqBfQguU,174,2010-12-09,1319355,4674,92,"2020-06-21 08:08:02",54,2,n,n,0
95,0,"Shady Girl",main,7VpLniRbPI8,174,2010-08-24,7654991,36809,949,"2020-06-21 06:09:01",1896,10,n,n,0
96,95,"Shady Girl",alternate,znvqT0HL4p8,174,2010-09-15,1543064,5536,115,"2020-06-21 05:56:01",45,1,n,n,0
97,0,Some,main,Y-FhDScM_2w,180,2014-02-06,77624069,552612,8379,"2020-06-21 02:18:01",38537,342,n,n,0
102,0,PANDORA,main,g0XpNvLWimo,117,2012-08-21,37280058,153221,13598,"2020-06-21 03:27:02",3304,34,n,n,0
103,102,PANDORA,alternate,IwzsrDrVHyY,117,2012-09-06,6238104,29797,1236,"2020-06-21 08:16:02",1338,6,n,n,0
104,0,Jumping,main,SweXhOQPMdM,117,2011-02-19,6503273,0,0,"2020-06-21 08:03:02",3207,0,n,n,0
106,0,"MR. (japanese)",main,s2EQm6WPMHs,117,2011-03-06,33202378,0,0,"2020-06-21 03:45:01",5091,0,n,n,0
107,122,STEP,duplicate,rFMRMPE_jdY,117,2011-09-22,2542670,0,0,"2020-06-21 08:03:02",78,0,n,n,0
108,0,"Damaged Lady",main,_vHw17-zFa4,117,2013-09-01,15839923,86637,5718,"2020-06-21 08:19:01",1572,23,n,n,0
117,0,"Day 1",main,9KVVPxexz1c,114,2014-06-25,26602087,176674,2510,"2020-06-21 05:53:01",5277,38,n,n,0
118,117,"Day 1",alternate,mirU5JFmNNk,114,2014-06-29,381111,6383,50,"2020-06-20 13:23:01",19,1,n,n,0
122,NULL,STEP,main,zYoYoBtLqOY,117,2011-09-05,101540967,0,0,"2020-06-21 02:06:02",15506,0,n,n,0
123,0,"Bad Girl",main,9gQs7damTIE,78,2011-08-10,18148196,127594,18162,"2020-06-21 08:04:02",1983,36,n,n,0
124,0,"The Boys",main,6pA_Tou-DPI,78,2011-10-18,240845317,1514095,98104,"2020-06-22 00:47:01",60053,811,n,n,0
125,0,Gee,main,U7mPqycQ0tQ,78,2009-06-08,252389557,1586674,65756,"2020-06-22 00:46:01",59715,1049,n,n,0
126,166,"Visual Dreams",duplicate,fSQwCK_8VSM,78,2011-01-18,3507010,11822,938,"2020-06-21 08:05:01",6,0,n,n,0
127,0,"Chocolate Love",main,A2NkGHkqDZk,78,2009-10-21,13020599,70212,2415,"2020-06-21 06:18:01",2636,44,n,n,0
128,0,Oh!,main,TGbwL8kSpEk,78,2010-01-26,125188399,613376,27123,"2020-06-21 02:01:02",19134,298,n,n,0
129,0,"Run Devil Run",main,q_gfD3nvh-8,78,2010-03-16,107136054,581330,22223,"2020-06-21 02:05:01",18770,246,n,n,0
130,0,"All my love is for you",main,kKAnYWNnYW8,78,2012-09-03,31360599,260244,11243,"2020-06-21 03:53:02",3364,52,n,n,0
131,0,"Oh! (Japanese)",main,tXZWudcVzEg,78,2012-09-13,43753657,219719,15627,"2020-06-21 03:05:02",4701,31,n,n,0
132,0,Paparazzi,main,IUqP1xzRZkw,78,2012-06-14,65232650,407076,25959,"2020-06-21 02:28:01",20773,216,n,n,0
133,0,Twinkle,main,JmM04_OgajU,79,2012-04-30,88194456,547848,35236,"2020-06-21 02:10:01",9698,130,n,n,0
134,142,"Mr. Taxi (japanese)",duplicate,Fzr2Nv8NTEE,78,2012-04-03,31567553,188176,5917,"2020-06-21 03:51:01",8699,96,n,n,0
135,0,"I got a boy",main,wq7ftOZBy0E,78,2012-12-31,231669944,1671013,121148,"2020-06-22 00:48:02",38329,618,n,n,0
136,0,Hoot,main,F4-SxcCO5d0,78,2010-10-27,48401644,245761,13715,"2020-06-21 02:52:02",9130,98,n,n,0
137,0,"Time Machine (Japanese)",main,fj-857Q_zEU,78,2012-04-03,12543568,120432,2790,"2020-06-21 08:06:01",2569,48,n,n,0
138,137,"Time Machine (Japanese)",duplicate,Dhx_R3YtcuM,78,2012-03-18,2460878,0,0,"2020-06-21 08:06:01",135,0,n,n,0
139,132,Paparazzi,alternate,c3-pUNhYORw,78,2012-06-22,37141416,162568,9218,"2020-06-21 03:28:02",6980,49,n,n,0
140,132,Paparazzi,duplicate,ZXMzPTF6HYM,78,2012-06-14,9249172,63799,4090,"2020-06-21 06:31:02",146,0,n,n,0
141,131,"Oh! (Japanese)",alternate,bXf5huCVSGE,78,2012-09-18,8990242,54473,2340,"2020-06-21 06:32:02",1191,2,n,n,0
142,0,"Mr. Taxi (japanese)",main,fhseD2tRLUY,78,2011-04-25,151312982,0,0,"2020-06-22 00:57:01",36968,0,n,n,0
143,0,"Dancing Queen",main,EXZxc8GSXnI,78,2012-12-21,55555151,328396,20608,"2020-06-21 02:41:02",8121,82,n,n,0
144,0,"Genie (Japanese)",main,fYP_3QEb5Yk,78,2012-04-03,27310434,129832,4695,"2020-06-21 05:54:01",10442,57,n,n,0
151,152,"Love & Girls",duplicate,6cW9WjBTHU8,78,2013-06-23,2858971,44277,1086,"2020-06-21 08:12:02",365,10,n,n,0
152,0,"Love & Girls (japanese)",main,6ex1YkDXelo,78,2013-06-04,25500349,169386,5996,"2020-06-21 06:00:02",4349,53,n,n,0
153,0,"Flower Power (japanese)",main,jG1cIlM1juw,78,2012-10-31,45920327,252441,16848,"2020-06-21 03:00:01",4791,64,n,n,0
154,0,"Galaxy Supernova (japanese)",main,Z6FPJOgfCkc,78,2013-09-04,62157670,326093,17683,"2020-06-21 02:32:01",8306,62,n,n,0
155,0,"My oh My",main,RQy54gw-pls,78,2013-11-04,43867617,289204,16115,"2020-06-21 03:05:02",4729,69,n,n,0
156,0,Mr.Mr.,main,Z8j_XEn9b_8,78,2014-02-28,87105001,751061,42340,"2020-06-21 02:11:01",16130,200,n,n,0
157,124,"The Boys",dance,XbDc7T8V3nQ,78,2012-03-19,8097085,46803,1270,"2019-11-19 20:21:39",547,4,n,y,0
166,0,"Visual Dreams",main,jBxW22JLUmg,78,2011-01-18,11142909,61030,5003,"2020-06-21 06:38:01",1064,4,n,n,0
167,128,Oh!,dance,S7SYWFeaSqc,78,2010-02-04,12643334,75970,2115,"2020-06-21 08:09:02",1218,40,n,n,0
168,129,"Run Devil Run",duplicate,MON0BrDxOuw,78,2010-03-30,8112841,64167,1711,"2020-06-21 08:21:02",770,21,n,n,0
172,136,Hoot,alternate,PfPWxK1BQFI,78,2010-11-16,21077711,85018,4090,"2020-06-21 08:26:02",2450,31,n,n,0
176,0,Genie,main,6SwiSpudKWI,78,2010-02-25,68357350,423195,12922,"2020-06-21 02:24:01",18956,228,n,n,0
178,153,"Flower Power (japanese)",alternate,-28kGJ-w8Sg,78,2012-10-31,10900313,82034,3960,"2020-06-21 08:09:02",1085,7,n,n,0
179,156,Mr.Mr.,dance,DMNcXwxQA7Q,78,2014-03-30,44073180,346344,11831,"2020-06-21 03:03:01",5611,100,n,n,0
184,0,Abracadabra,main,ofwFr8o8p0Y,37,2010-08-20,36993314,215161,6901,"2020-06-21 03:28:02",6553,67,n,n,0
185,184,Abracadabra,alternate,o4wJGWcHzVA,37,2010-08-21,32616602,166265,4307,"2020-06-21 03:47:01",15583,117,n,n,0
186,187,"Kill Bill",duplicate,8taPqxNjiz4,37,2013-07-28,644826,11867,267,"2020-06-20 13:25:02",25,1,n,n,0
187,0,"Kill Bill",main,JEWpCzdqs80,37,2013-08-02,8278266,79754,1200,"2020-06-21 08:16:02",2888,30,n,n,0
188,NULL,"Love Tension",main,omRLij2knRk,7,2012-08-06,10038084,65236,1962,"2020-06-21 08:17:01",945,11,n,n,0
189,NULL,"Volume Up",main,qsWl1--Niyg,7,2012-04-08,40885539,290911,9802,"2020-06-21 03:15:01",8934,79,n,n,0
190,NULL,"Ready Go",main,gy13NPM4rMs,7,2011-11-14,13536528,63679,2103,"2020-06-21 08:13:02",1766,4,n,n,0
191,NULL,WHY,main,bqYWpzb65rE,7,2011-02-08,9981440,41040,1268,"2020-06-21 08:17:01",697,6,n,n,0
192,NULL,"I My Me Mine",main,OGvwy3qhjDM,7,2010-07-04,27118566,95464,3282,"2020-06-21 05:47:02",2595,17,n,n,0
193,NULL,HuH,main,kRbIZtUS2Ag,7,2010-05-20,30774324,130363,4186,"2020-06-21 03:56:01",8523,48,n,n,0
194,NULL,"Heart to Heart",main,h97jt1XtnGQ,7,2011-03-28,20635147,124031,4200,"2020-06-21 21:22:02",2328,33,n,n,0
195,NULL,"Mirror Mirror",main,1fOG_wcV_oU,7,2011-04-04,15369305,71660,2963,"2020-06-21 08:18:01",2155,16,n,n,0
196,NULL,"Whatcha Doin' Today",main,4xLFxfXWDUk,7,2014-03-16,24526061,184835,10760,"2020-06-21 06:00:02",849,9,n,n,0
197,NULL,"Is It Poppin'?",main,DRSRpXPZVdM,7,2013-06-27,27909924,153863,7043,"2020-06-21 04:37:01",2483,23,n,n,0
198,NULL,"What's Your Name",main,H-IJWqIHioA,7,2013-04-25,41280128,245316,13352,"2020-06-21 03:13:01",4673,56,n,n,0
199,0,RED,main,oTXCgR93zC8,93,2014-07-27,85693054,571247,38549,"2020-06-21 02:11:01",20727,251,n,n,0
200,NULL,"Hot Issue",main,nPPKwg5eQ4o,7,2010-05-11,28087259,122817,4040,"2020-06-21 04:40:29",4926,69,n,n,0
201,NULL,First,main,P1L8k4KXmbs,7,2010-10-21,7819757,31443,1281,"2020-06-21 06:58:01",458,8,n,n,0
202,NULL,"What A Girl Wants",main,f07vXjZkfjk,7,2010-03-29,5795449,23910,666,"2020-06-21 07:04:01",229,1,n,n,0
203,NULL,Change,main,G6JppjQSTh8,93,2013-01-27,39108186,231117,8277,"2020-06-21 03:19:02",17199,161,n,n,0
204,NULL,"Bubble Pop!",main,bw9CALKOvAI,93,2011-07-04,146314708,653058,62154,"2020-06-22 00:58:01",19100,282,n,n,0
205,NULL,"Ice Cream",main,QlWZluzBNxM,93,2012-10-21,110120768,493530,68400,"2020-06-21 02:04:02",4236,73,n,n,0
206,NULL,"Electric Shock",main,n8I8QGFA1oM,65,2012-06-11,128521090,859523,34868,"2020-06-21 02:00:01",17561,295,n,n,0
207,196,"Whatcha Doin' Today",dance,0K1fWppGvgk,7,2014-03-24,14611589,90312,1718,"2020-06-21 08:10:01",2325,37,n,n,0
208,196,"Whatcha Doin' Today",alternate,pv5bD2w456Q,7,2014-04-03,490530,7073,250,"2020-06-20 13:28:01",15,1,n,n,0
209,198,"What's Your Name",dance,t2NIqgjGri4,7,2013-04-28,3337849,23131,503,"2020-06-21 07:14:01",117,2,n,n,0
210,204,"Bubble Pop!",dance,uf0iPEjcM44,93,2011-07-11,10553204,53120,2046,"2020-06-21 07:16:02",728,15,n,n,0
211,199,Red,dance,eexwtJ3YHgQ,93,2014-08-03,15379632,115972,1927,"2020-06-21 08:22:02",1688,30,n,n,0
212,NULL,Muzik,main,aNYImwBU4f4,7,2010-04-02,16583272,57795,2131,"2020-06-21 08:20:01",2762,19,n,n,0
218,194,"Heart to Heart (Japanese)",alternate,M-XXJJFZcXg,7,2011-08-15,4775521,26140,1061,"2020-06-21 07:22:01",182,3,n,n,0
221,NULL,"Red Light",main,iv-8-EgPEY0,65,2014-07-02,46201307,504951,19884,"2020-06-21 02:58:01",7188,120,n,n,0
222,NULL,"Rum Pum Pum Pum",main,xnku4o3tRB4,65,2013-07-24,60977227,557263,24504,"2020-06-21 02:34:02",10712,166,n,n,0
223,NULL,"Nu Abo",main,E8ZrPFMr_nY,65,2010-05-04,35107635,209554,5486,"2020-06-21 03:35:02",7039,91,n,n,0
224,NULL,"LA chA TA",main,H7MHZpSNJQc,65,2009-09-02,18056097,129288,2913,"2020-06-21 16:39:02",3501,65,n,n,0
227,NULL,Chu,main,Cnz2n5VcV4Q,65,2009-11-05,17760830,125063,3129,"2020-06-21 15:30:02",2426,38,n,n,0
228,NULL,Danger,main,kKS12iGFyEA,65,2011-04-18,44780469,228615,9160,"2020-06-21 03:02:01",4777,42,n,n,0
230,NULL,"Hot Summer",main,z-rftpZ7kCY,65,2011-06-17,58850537,376895,13628,"2020-06-21 02:37:02",14258,145,n,n,0
244,0,"Gangnam Style",main,9bZkp7q19f0,158,2012-07-15,3668100236,18308187,2436068,"2020-06-22 00:03:02",1452855,12003,n,n,0
245,244,"Gangnam Style (alt.)",alternate,CH1XGdu-hzQ,158,2012-10-23,112703590,462314,81170,"2020-04-16 09:57:40",63733,530,n,y,0
251,0,"Oppa Is Just My Style | 오빤 딱 내 스타일",main,wcLNteez3c4,159,2012-08-14,766071300,2451131,503973,"2020-06-22 00:40:02",90762,740,n,n,0
252,NULL,Gentleman,main,ASO_zypdnsQ,158,2013-04-13,1324147917,6119536,883774,"2020-06-22 00:14:01",299600,2657,n,n,0
255,0,Hangover,main,HkMNOlYcpHg,160,2014-06-08,342431148,2113911,481598,"2020-06-22 00:42:02",32616,458,n,n,0
256,0,"Good Boy",main,1ZRb1we80kM,73,2014-11-20,279379582,2324306,65355,"2020-06-22 00:44:01",91543,1103,n,n,0
258,0,1AM,main,flVkp4S8CMc,199,2014-06-09,22047342,233313,3307,"2020-06-21 08:20:01",2793,39,n,n,0
260,0,"WHO YOU?",main,doFK7Eanm3I,68,2013-11-13,115662860,753502,12917,"2020-06-21 02:03:02",28874,278,n,n,0
261,0,"Ringa Linga",main,UJfZ69MSlvY,199,2013-11-09,118929333,1045992,17078,"2020-06-21 02:02:02",33829,592,n,n,0
262,0,Crooked,main,RKhsHGfrFmY,68,2013-09-04,183811363,1343997,32556,"2020-06-22 00:51:02",47301,456,n,n,0
263,0,"Coup d'etat",main,C8T6771Sdj8,68,2013-09-01,33237399,404497,9024,"2020-06-21 03:44:02",4752,81,n,n,0
264,0,Crayon,main,t3ULhmadHkg,68,2012-09-16,69279995,732609,19426,"2020-06-21 02:21:01",14130,217,n,n,0
267,NULL,Monster,main,btDd9rOlc2k,28,2012-06-02,87885116,624635,18241,"2020-06-21 02:10:01",16090,196,n,n,0
268,NULL,"Fantastic Baby",main,AAbokV76tkU,28,2012-03-06,444988098,3154329,139853,"2020-06-22 00:41:02",114450,1544,n,n,0
278,NULL,"Bad Boy",main,1qnV55LUFVM,28,2012-02-28,150060789,921960,22950,"2020-06-22 00:58:01",21656,260,n,n,0
282,0,Blue,main,2GRP1rkE4O0,28,2012-02-21,155954830,924827,19102,"2020-06-22 00:56:01",30459,242,n,n,0
284,NULL,"Love Song",main,IKZEmLvYVF0,28,2011-04-13,56042097,390752,7606,"2020-06-21 02:40:02",8862,98,n,n,0
285,NULL,Tonight,main,8d5QEWdHchk,28,2011-02-28,87548986,495128,11824,"2020-06-21 02:11:01",19572,182,n,n,0
286,285,Tonight,dance,Ky0aN5VpZ94,28,2011-03-03,13671338,90762,1575,"2020-06-21 08:20:29",1372,15,n,n,0
288,NULL,"What can I do",main,8QZo5Ji43u8,170,2011-01-20,19453557,177057,3233,"2020-06-21 08:21:02",1094,17,n,n,0
289,1049,"Wedding Dress",duplicate,6uthxUVMcYw,199,2009-11-16,12132064,67617,975,"2020-06-21 08:22:02",374,6,n,n,0
290,0,"Where U At",main,BnUEC_z-ops,199,2009-10-14,15381274,82277,1567,"2020-06-21 08:27:02",2771,21,n,n,0
291,0,"Only look at me",main,3bRrGsNymUI,199,2009-08-26,16285760,115493,1795,"2020-06-21 07:23:02",4062,62,n,n,0
292,877,"Haru Haru",duplicate,8OAQ6RuYFGE,28,2009-08-26,16164375,114168,1828,"2020-06-21 04:31:02",15834,117,n,n,0
293,876,Lies,duplicate,NeDeZUqNiVo,28,2009-08-26,17064658,119717,1548,"2020-06-21 07:36:02",1103,23,n,n,0
294,NULL,"Last Farewell",main,ScorpVvqLwo,28,2009-08-26,34487190,172572,3398,"2020-06-21 03:38:02",11143,87,n,n,0
295,294,"Last Farewell",duplicate,PQ3gphHww1Q,28,2009-08-26,6314236,51687,792,"2020-06-21 08:25:01",1385,13,n,n,0
296,NULL,MAMACITA,main,q_krT35dgDM,189,2014-08-28,90998890,1155209,20019,"2020-06-21 02:07:02",29080,526,n,n,0
297,NULL,"THIS IS LOVE",main,utmykx9RUEw,189,2014-10-22,29747791,336476,4265,"2020-06-21 04:04:02",7298,88,n,n,0
298,NULL,"Mr. Simple",main,r6TwzSGYycM,189,2011-08-03,181167132,1357953,44608,"2020-06-22 00:52:02",49008,737,n,n,0
299,NULL,Bonamana,main,tSOSxwEWFA4,189,2010-05-11,123977531,705118,18210,"2020-06-21 02:01:02",29462,310,n,n,0
300,NULL,Evanesce,main,dzhOqwF8qHg,189,2014-10-27,18133585,244253,1936,"2020-06-21 08:23:02",5492,83,n,n,0
301,0,"Break Down",main,e_Nz8t3vNo8,191,2013-01-06,37875850,326294,10031,"2020-06-21 03:25:02",4567,66,n,n,0
302,NULL,"Sexy, Free & Single",main,gWIkiI_UmeE,189,2012-07-02,72335894,580120,19644,"2020-06-21 02:20:02",11141,124,n,n,0
303,NULL,"Sorry, Sorry",main,x6QA3m58DQw,189,2009-06-07,120827547,972902,24479,"2020-06-21 01:47:02",44823,832,n,n,0
304,296,Mamacita,duplicate,TYiIpocQxL8,189,2014-09-05,3817149,159645,1109,"2020-06-21 08:24:02",984,40,n,n,0
305,NULL,Spy,main,4GpJHF0WyAE,189,2012-08-12,38901734,336534,11486,"2020-06-21 03:20:02",4341,55,n,n,0
306,NULL,A-cha,main,GvTaLTTanJc,189,2011-09-26,37233269,257609,7668,"2020-06-21 03:28:02",3943,41,n,n,0
307,NULL,"It's You",main,7ErgffP0wVw,189,2009-06-08,35833052,235380,3011,"2020-06-21 03:33:01",7808,103,n,n,0
308,0,"Super Girl",main,pit7RS4mPI0,191,2009-09-14,38829704,164542,4017,"2020-06-21 03:21:02",3164,40,n,n,0
309,NULL,Superman,main,IdFeKj798hU,189,2011-08-26,21693202,190554,3836,"2020-06-21 08:32:01",3395,72,n,n,0
310,298,"Mr. Simple",alternate,A-aOZ9UDVco,189,2011-12-20,6652841,39018,1497,"2019-11-30 15:12:24",347,0,n,y,0
315,303,"Sorry Sorry",alternate,AAWqnA8PdcY,189,2009-06-08,21934570,93087,2815,"2020-06-21 21:24:02",1107,22,n,n,0
325,305,Spy,alternate,qFz1uK_8i9A,189,2012-08-17,1832001,39678,626,"2020-06-21 08:26:02",191,13,n,n,0
330,306,A-cha,alternate,SH5kRtB8dHg,189,2011-09-28,2288681,27917,1424,"2020-06-21 08:28:02",26,3,n,n,0
341,NULL,"Gotta be you",main,zdKTgwffmdo,4,2014-05-20,51700337,515914,10155,"2020-06-21 02:46:02",10560,177,n,n,0
342,NULL,"Come Back Home",main,vLbfv-AAyvQ,4,2014-03-02,87652382,924335,27389,"2020-06-21 02:10:02",24776,523,n,n,0
343,NULL,"Missing You",main,AG0jlKdB1s0,4,2013-11-20,41206382,411503,9239,"2020-06-21 03:14:01",5912,116,n,n,0
344,NULL,"Do you love me",main,HRTb81FpWq0,4,2013-08-07,23952666,245508,5696,"2020-06-21 10:23:02",2918,78,n,n,0
345,NULL,"Falling in Love",main,zEVd9pSG85Q,4,2013-07-07,69497290,571559,19407,"2020-06-21 02:21:01",19046,292,n,n,0
346,0,"The Baddest Female",main,7LP4foN3Xs4,44,2013-05-27,47912720,573969,23495,"2020-06-21 02:53:01",13321,368,n,n,0
347,NULL,"I love you",main,LUrUPzLm5SI,4,2012-07-06,72807442,542646,16118,"2020-06-21 02:19:01",14267,213,n,n,0
348,0,Ugly,main,NGe0hHvAGkc,4,2011-07-27,40533551,274190,6927,"2020-06-21 03:16:02",7718,109,n,n,0
349,NULL,"Hate you",main,NB5jyYD2WEw,4,2011-07-20,36649019,301732,10276,"2020-06-21 03:30:01",4644,60,n,n,0
350,NULL,Lonely,main,5n4V3lGEyG4,4,2011-05-11,80777253,524794,12140,"2020-06-21 02:16:02",16581,212,n,n,0
351,0,"Don't Cry",main,ypit0NcNV-8,154,2011-04-20,18769352,168445,3255,"2020-06-21 08:27:02",1995,24,n,n,0
352,0,"Can't Nobody (english version)",main,KQEabAesufg,4,2011-04-07,13525372,118299,3392,"2020-06-21 08:07:01",0,0,n,n,0
353,NULL,"Don't stop the music",main,J5ekB4l-6wg,4,2010-12-02,38886125,149945,5613,"2020-06-21 03:21:01",2183,25,n,n,0
354,NULL,"It Hurts",main,aUiMaz4BNKw,4,2010-10-31,34257380,267315,5671,"2020-06-21 03:40:02",5318,78,n,n,0
355,NULL,"Can't Nobody",main,Ihi_kJJj_8A,4,2010-09-11,41517003,218710,7159,"2020-06-21 03:12:01",6682,87,n,n,0
356,NULL,"Go Away",main,3yW13T2sfKg,4,2010-09-09,49708343,301482,8388,"2020-06-21 02:50:02",12290,155,n,n,0
357,NULL,"Clap your hands",main,ZTw-UM5Jy4E,4,2010-09-08,30462995,160935,4925,"2020-06-21 03:58:01",1706,30,n,n,0
358,1344,Fire,duplicate,I3tuZF1qizQ,4,2010-09-05,2454939,48375,592,"2020-06-21 08:30:02",296,6,n,n,0
359,0,"Fire (Street ver)",main,49AfuuRbgGo,4,2010-09-05,38455789,301536,7204,"2020-06-21 03:23:01",23359,309,n,n,0
360,347,"I Love You Dance Practice",dance,ZZEiDiDhlpI,4,2012-07-10,12959060,95562,2064,"2020-06-21 08:29:01",735,12,n,n,0
369,345,"Falling in love",dance,gceDuSLvCPU,4,2013-07-11,11505159,116200,2009,"2020-06-21 08:28:02",1703,41,n,n,0
378,342,"Come Back Home",dance,0RUvealeXZ0,4,2014-03-13,27333060,257652,4725,"2020-06-21 05:48:30",4671,96,n,n,0
400,346,"The Baddest Female",dance,5OzAqfboJ9k,44,2013-06-06,3545498,54346,836,"2020-06-21 08:29:01",402,17,n,n,0
406,341,"Gotta be you",dance,9Lk6lnTS5sU,4,2014-03-17,5944576,65019,808,"2020-06-21 20:56:02",526,16,n,n,0
